,Date,obitos,confirmados_novos,recuperados,Temperature,Visibility,total_testes,testes_pcr,testes_antigenio,new_cases_per_million_Austria,new_deaths_per_million_Austria,new_cases_per_million_Belgium,new_deaths_per_million_Belgium,icu_patients_per_million_Belgium,hosp_patients_per_million_Belgium,new_deaths_per_million_Bulgaria,new_cases_per_million_Canada,new_deaths_per_million_Canada,icu_patients_per_million_Canada,new_cases_per_million_Cyprus,new_deaths_per_million_Czechia,hosp_patients_per_million_Czechia,new_cases_per_million_Denmark,new_tests_per_thousand_Estonia,icu_patients_per_million_France,new_cases_per_million_Georgia,new_cases_per_million_Germany,new_deaths_per_million_Germany,icu_patients_per_million_Germany,new_deaths_per_million_Hungary,hosp_patients_per_million_Hungary,positive_rate_India,new_cases_per_million_Ireland,new_deaths_per_million_Ireland,icu_patients_per_million_Ireland,hosp_patients_per_million_Ireland,new_tests_per_thousand_Ireland,positive_rate_Ireland,new_tests_per_thousand_Italy,new_cases_per_million_Japan,new_deaths_per_million_Japan,new_cases_per_million_Latvia,new_deaths_per_million_Latvia,hosp_patients_per_million_Latvia,new_tests_per_thousand_Latvia,new_cases_per_million_Lithuania,new_tests_per_thousand_Lithuania,icu_patients_per_million_Luxembourg,new_deaths_per_million_Malta,new_tests_per_thousand_Malta,positive_rate_Malta,new_cases_per_million_Monaco,new_cases_per_million_Montenegro,positive_rate_Mozambique,new_deaths_per_million_Poland,positive_rate_Romania,new_cases_per_million_Russia,new_deaths_per_million_Russia,new_deaths_per_million_Serbia,positive_rate_Serbia,new_cases_per_million_Slovakia,new_tests_per_thousand_Slovakia,new_cases_per_million_Slovenia,new_deaths_per_million_Slovenia,icu_patients_per_million_Slovenia,new_tests_per_thousand_Slovenia,new_deaths_per_million_Switzerland,new_cases_per_million_Turkey,positive_rate_Ukraine,new_deaths_per_million_United Arab Emirates,tests_per_case_United Arab Emirates,new_cases_per_million_United Kingdom,new_deaths_per_million_United Kingdom,icu_patients_per_million_United Kingdom,hosp_patients_per_million_United Kingdom,positive_rate_United Kingdom,new_cases_per_million_United States,new_deaths_per_million_United States,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths,flights,commercial_flights,People Screened at Airports,US International Commercial Flights,Nr People not staying home,Nr of trips
0,2020-03-01,0.0,0.0,0.0,14.220000000000002,10.66,25.0,25.0,0.0,1.3319999999999999,0.0,0.086,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.6910000000000001,0.044,0.29600000000000004,0.752,1.349,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.20699999999999996,0.6799999999999999,0.024,0.0,0.0,0.0,0.066,0.3670000000000001,0.0,0.0,0.0,0.202,0.0,25.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07400000000000001,0.0,0.0,0.0,0.0,1449.18,0.884,0.0,0.0,0.0,0.0,0.048,0.003,37.0,3978,636,177311.1428571429,104781.85714285713,14345360.0,29327.0,265899606.2857143,1233873920.857143
1,2020-03-08,0.0,30.0,0.0,14.614285714285714,11.114285714285714,470.0,470.0,0.0,9.992,0.0,17.085,0.0,0.0,0.0,0.0,1.058,0.0,0.0,0.0,0.0,0.0,5.696,0.184,1.8050000000000002,2.5069999999999997,10.862,0.0,0.0,0.0,2.278,0.0,3.6460000000000004,0.0,0.0,7.088,0.0,0.0,0.477,1.8980000000000001,0.016,1.06,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.858,0.0,0.0,0.0,0.0,0.0,0.0,0.10300000000000001,0.0,0.0,0.0,0.5489999999999999,0.095,7.696,0.0,0.0,0.457,0.23199999999999998,0.0,0.0,0.0,1544.757142857143,5.73,0.03,0.0,0.0,0.0,1.471,0.06,58.0,3974,627,178796.42857142858,103299.14285714287,12452312.0,29073.0,266364609.7142857,1245619459.857143
2,2020-03-15,0.0,215.0,2.0,16.014285714285712,11.085714285714285,5754.0,5754.0,0.0,83.94099999999999,0.111,59.191,0.345,4.573,22.693,0.28800000000000003,4.98,0.026000000000000002,0.132,29.683,0.0,1.775,144.678,0.923,10.153,5.012999999999999,56.753,0.132,0.0,0.10400000000000001,13.25,0.0,22.277,0.406,0.0,47.592999999999996,0.0,0.0,1.24,2.586,0.128,14.844,0.0,0.0,0.5349999999999999,2.939,0.0,0.0,0.0,2.106,0.008142857142857143,25.482,0.0,0.0,0.07800000000000001,0.0,0.31500000000000006,0.0,0.0,0.13899999999999998,9.341999999999999,0.168,97.64699999999999,0.48100000000000004,7.215,2.602,1.388,0.071,0.0,0.0,775.8285714285714,38.211,0.6040000000000001,0.0,0.0,0.0,8.136,0.14700000000000002,581.0,4550,560,167279.7142857143,96839.28571428572,6321050.0,22625.0,260388249.2857143,1202655311.0
3,2020-03-22,14.0,1355.0,3.0,14.171428571428573,10.4,16790.0,16790.0,0.0,302.23,1.665,217.00599999999997,6.1259999999999994,113.722,561.02,0.14400000000000002,32.245999999999995,0.5549999999999999,3.3909999999999996,78.777,0.09300000000000001,38.753,110.32,2.0149999999999997,102.06499999999998,5.263999999999999,227.70499999999998,0.992,10.408000000000001,0.518,50.411,0.012285714285714287,157.358,0.406,0.0,152.903,1.005,0.0,2.2079999999999997,2.198,0.127,57.787000000000006,0.0,0.0,2.767,37.467999999999996,0.277,17.573,0.0,3.947,0.03300000000000001,535.113,33.435,0.0,0.10500000000000001,0.02842857142857142,2.0820000000000003,0.006999999999999999,0.294,0.2792857142857143,23.993,0.375,93.799,0.48100000000000004,23.569000000000003,3.3899999999999997,9.706,14.584,0.0,0.028857142857142856,886.6571428571427,107.799,3.624,0.0,0.0,0.0,95.72699999999999,1.593,3197.0,6187,446,123842.85714285714,70288.85714285714,1922854.0,9091.0,236935856.14285716,1016028966.2857145
4,2020-03-29,105.0,4362.0,38.0,14.657142857142857,10.5,41059.0,41059.0,0.0,578.034,7.772,641.523,30.718,414.163,1914.818,0.7200000000000001,127.47,1.959,16.375,135.86,1.4010000000000002,132.785,181.27700000000002,5.59,347.15100000000007,9.275999999999998,444.26200000000006,5.239999999999999,67.423,0.726,169.249,0.04142857142857142,346.106,8.506,49.415,488.67999999999995,3.253,0.07442857142857143,3.2359999999999998,6.348,0.182,110.275,0.0,0.0,3.8329999999999997,98.08,1.822,162.946,0.0,7.713,0.030428571428571433,586.076,101.89999999999999,0.0,0.39699999999999996,0.08428571428571428,7.997,0.048,1.6170000000000002,0.3535714285714286,23.629,0.7399999999999999,152.002,4.329,57.72,3.7219999999999995,23.340999999999998,94.63,0.0,0.014428571428571428,280.2571428571428,288.11600000000004,20.476,0.0,369.29600000000005,0.0,329.344,8.988,10107.0,9929,478,83941.0,42447.0,995755.0,4116.0,233587758.85714287,850814227.7142857
5,2020-04-05,176.0,5316.0,32.0,12.685714285714285,10.157142857142857,59250.0,59250.0,0.0,362.29800000000006,13.103000000000002,764.046,87.666,711.153,3211.064,1.7280000000000004,251.07100000000003,8.98,56.541000000000004,264.872,4.7620000000000005,226.25900000000001,344.774,8.446000000000002,635.469,20.806999999999995,453.88199999999995,12.544999999999998,167.085,2.175,372.55300000000005,0.052714285714285714,481.794,22.682000000000002,182.87500000000003,936.0459999999999,2.803,0.146,3.9270000000000005,15.568,0.237,98.61200000000001,0.53,110.27499999999999,3.6450000000000005,124.162,5.4159999999999995,332.28200000000004,0.0,10.287,0.01457142857142857,688.0029999999999,205.39400000000003,0.003999999999999999,1.9020000000000001,0.12842857142857142,26.415,0.254,5.586,0.22985714285714282,31.320000000000004,1.5859999999999999,128.432,8.177,101.494,3.321,47.951,211.67,0.0,0.10099999999999999,147.68571428571428,463.542,61.912,128.319,1518.797,0.0,626.8370000000001,27.817999999999998,16290.0,12012,475,70394.0,32699.857142857138,734336.0,3096.0,232723262.42857143,842989355.5714285
6,2020-04-12,209.0,5307.0,202.0,16.07142857142857,8.9,68439.0,68439.0,0.0,210.295,16.212,859.0450000000001,185.77,765.081,3405.808,1.2960000000000003,226.35200000000003,17.487000000000002,99.30500000000002,213.49499999999998,6.63,267.253,312.144,7.302,714.1200000000001,20.805,330.98099999999994,17.164,221.59499999999997,6.729,642.109,0.05171428571428571,943.944,35.643,211.026,1187.9799999999998,7.4639999999999995,0.128,5.273,28.441,0.427,62.559,2.12,146.325,3.9949999999999997,86.691,5.691,340.27000000000004,6.795,15.798,0.022428571428571426,509.63200000000006,92.34899999999999,0.03314285714285715,3.645,0.10628571428571428,71.135,0.581,4.263,0.21728571428571428,47.071999999999996,2.3,100.05200000000002,12.024999999999999,114.00299999999999,3.44,45.178000000000004,354.369,0.0,0.17314285714285713,150.8714285714286,477.12399999999997,94.982,312.89300000000003,2146.142,0.2362857142857143,664.913,45.054,17169.0,11415,264,63951.285714285725,28798.142857142862,674932.0,2695.0,231816774.2857143,872543102.2857143
7,2020-04-19,210.0,3621.0,333.0,14.999999999999998,10.2,85004.0,85004.0,0.0,89.271,11.326000000000002,763.529,179.72799999999998,693.12,3150.666,1.8720000000000003,300.3,27.819000000000003,103.042,152.987,4.4830000000000005,238.11700000000002,209.074,8.468,637.29,34.342,206.841,18.668,234.68699999999998,9.315999999999999,718.296,0.04285714285714286,1133.298,55.894999999999996,198.06400000000002,1205.397,5.723,0.16385714285714287,5.729,27.206999999999997,0.854,40.291,0.0,161.17000000000002,4.064,73.834,8.627,359.439,0.0,14.828,0.01185714285714286,25.482,57.31900000000001,0.04157142857142858,3.3819999999999997,0.08728571428571427,185.583,1.583,6.174,0.141,76.74499999999999,3.294,60.126,10.100999999999999,102.45599999999999,3.0759999999999996,33.161,348.0,0.05914285714285715,0.2742857142857143,81.11428571428571,479.952,91.094,332.115,2090.563,0.257,598.794,46.17099999999999,15527.0,10388,144,68235.57142857142,28086.571428571428,744728.0,2626.0,235836916.57142857,893740452.5714285
8,2020-04-26,189.0,3477.0,719.0,15.385714285714286,10.385714285714286,93237.0,93237.0,0.0,52.85,9.993,659.038,121.747,586.733,2654.186,2.0160000000000005,328.546,32.56400000000001,97.981,57.083,3.177,218.695,205.966,6.556000000000001,518.557,23.061,150.22000000000003,16.589999999999996,225.81799999999998,8.591,624.3040000000001,0.04514285714285714,812.306,96.60000000000001,179.634,1084.0859999999998,7.1739999999999995,0.17314285714285713,6.6339999999999995,19.696,1.1059999999999999,45.062999999999995,3.7110000000000003,152.68699999999995,6.2219999999999995,59.87500000000001,14.751,290.747,2.265,10.488,0.006428571428571428,0.0,20.697999999999997,0.04328571428571428,4.625,0.06857142857142857,261.048,2.645,4.998,0.09257142857142855,39.928999999999995,5.010999999999999,31.746,3.848,80.32700000000001,4.2540000000000004,25.074,282.479,0.09942857142857142,0.5055714285714287,56.51428571428571,479.216,81.59299999999999,294.34700000000004,1842.678,0.19557142857142856,626.7760000000001,45.229,13206.0,8952,66,73113.57142857142,28294.857142857138,947860.0,2632.0,237941194.14285716,930081236.0
9,2020-05-03,140.0,1599.0,360.0,17.214285714285715,10.299999999999999,90631.0,90631.0,0.0,41.30499999999999,6.2170000000000005,325.46500000000003,64.712,450.4030000000001,2065.383,2.4480000000000004,330.426,34.312,94.192,62.792,2.615,175.74099999999999,163.668,6.618,419.51099999999997,25.819,94.21900000000001,10.623,185.91900000000004,7.04,712.603,0.038714285714285715,454.454,43.745,147.839,1042.772,11.565,0.06857142857142857,6.550000000000001,13.093,1.3039999999999998,35.52,2.12,143.67499999999998,8.815999999999999,30.49,12.991000000000001,258.79600000000005,0.0,17.005,0.0032857142857142855,25.482,1.5919999999999999,0.03614285714285714,3.777,0.039714285714285716,368.23400000000004,3.652,5.439,0.04928571428571427,5.310999999999999,4.342,20.683000000000003,6.733999999999999,72.631,3.2990000000000004,17.562,188.703,0.088,0.7224285714285715,49.32857142857143,453.438,62.442,229.47299999999998,1569.026,0.11114285714285711,575.615,39.83,11223.0,7833,48,76318.85714285714,29658.0,1182109.0,2631.0,240593886.42857143,975686412.4285717
10,2020-05-10,92.0,2299.0,860.0,17.442857142857143,10.285714285714286,96310.0,96310.0,0.0,30.423000000000002,2.2199999999999998,273.953,70.063,322.01300000000003,1555.444,2.5920000000000005,254.012,30.549,87.912,29.682999999999993,2.9890000000000003,129.237,156.418,7.333,315.728,11.53,74.178,8.39,147.02100000000002,7.557000000000001,674.613,0.04057142857142857,301.755,31.391000000000002,112.397,867.998,9.882000000000001,0.031714285714285716,6.817,6.0329999999999995,0.838,31.809,1.06,113.986,6.546000000000001,26.448999999999998,15.298,201.286,2.265,17.299999999999997,0.0029999999999999996,25.482,3.1839999999999997,0.004857142857142858,3.223,0.04071428571428572,513.936,4.352,3.234,0.024571428571428577,8.975,4.183999999999999,8.658000000000001,2.886,45.21400000000001,3.4780000000000006,8.204,149.53999999999996,0.07914285714285715,1.039857142857143,54.01428571428572,327.063,46.771,177.68,1316.8400000000001,0.050714285714285705,517.835,36.399,9215.0,6789,22,83478.0,32198.714285714286,1440238.0,2805.0,242295645.0,991373716.7142855
11,2020-05-17,83.0,1455.0,2087.0,16.414285714285715,10.22857142857143,111487.0,111487.0,0.0,41.193,1.2209999999999999,189.73900000000003,34.167,235.555,1133.084,2.4480000000000004,218.349,22.229999999999997,75.22,20.549,1.681,87.59100000000002,85.97699999999999,5.8260000000000005,238.336,15.040999999999997,53.589999999999996,4.6899999999999995,111.154,3.934,478.243,0.04399999999999999,226.012,17.215,84.653,650.4920000000001,8.281,0.030285714285714284,7.262,3.179,0.956,36.581,0.53,103.382,6.263,27.182999999999996,15.839,162.947,2.265,21.144,0.004285714285714286,0.0,0.0,0.017571428571428575,3.3019999999999996,0.029714285714285714,493.81100000000004,4.905,2.205,0.013428571428571427,6.776,4.1739999999999995,4.329,0.9620000000000001,25.493000000000002,3.1159999999999997,5.546999999999999,127.794,0.0642857142857143,0.31757142857142856,50.971428571428575,284.61,35.838,137.319,1133.5040000000001,0.038142857142857145,473.50300000000004,29.730000000000004,7236.0,5907,24,91670.71428571428,33839.0,1841713.0,2843.0,251308020.14285716,1048270333.7142855
