Date,confirmados_novos,recuperados,Temperature,Visibility,total_testes,testes_pcr,testes_antigenio,new_cases_per_million_Austria,new_deaths_per_million_Austria,new_cases_per_million_Belgium,new_deaths_per_million_Belgium,icu_patients_per_million_Belgium,hosp_patients_per_million_Belgium,new_deaths_per_million_Bulgaria,new_cases_per_million_Canada,new_deaths_per_million_Canada,icu_patients_per_million_Canada,new_cases_per_million_Cyprus,new_deaths_per_million_Czechia,hosp_patients_per_million_Czechia,new_cases_per_million_Denmark,new_tests_per_thousand_Estonia,icu_patients_per_million_France,new_cases_per_million_Georgia,new_cases_per_million_Germany,new_deaths_per_million_Germany,icu_patients_per_million_Germany,new_deaths_per_million_Hungary,hosp_patients_per_million_Hungary,positive_rate_India,new_cases_per_million_Ireland,new_deaths_per_million_Ireland,icu_patients_per_million_Ireland,hosp_patients_per_million_Ireland,new_tests_per_thousand_Ireland,positive_rate_Ireland,new_tests_per_thousand_Italy,new_cases_per_million_Japan,new_deaths_per_million_Japan,new_cases_per_million_Latvia,new_deaths_per_million_Latvia,hosp_patients_per_million_Latvia,new_tests_per_thousand_Latvia,new_cases_per_million_Lithuania,new_tests_per_thousand_Lithuania,icu_patients_per_million_Luxembourg,new_deaths_per_million_Malta,new_tests_per_thousand_Malta,positive_rate_Malta,new_cases_per_million_Monaco,new_cases_per_million_Montenegro,positive_rate_Mozambique,new_deaths_per_million_Poland,positive_rate_Romania,new_cases_per_million_Russia,new_deaths_per_million_Russia,new_deaths_per_million_Serbia,positive_rate_Serbia,new_cases_per_million_Slovakia,new_tests_per_thousand_Slovakia,new_cases_per_million_Slovenia,new_deaths_per_million_Slovenia,icu_patients_per_million_Slovenia,new_tests_per_thousand_Slovenia,new_deaths_per_million_Switzerland,new_cases_per_million_Turkey,positive_rate_Ukraine,new_deaths_per_million_United Arab Emirates,tests_per_case_United Arab Emirates,new_cases_per_million_United Kingdom,new_deaths_per_million_United Kingdom,icu_patients_per_million_United Kingdom,hosp_patients_per_million_United Kingdom,positive_rate_United Kingdom,new_cases_per_million_United States,new_deaths_per_million_United States,obitos
2020-02-26,0.0,0.0,12.9,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.251,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1656.7,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,14.5,11.8,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.173,0.008,0.03,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.206,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,1539.4,0.103,0.0,0.0,0.0,0.0,0.003,0.0,0.0
2020-02-28,0.0,0.0,13.3,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.142,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,1402.4,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,15.1,9.6,0.0,0.0,0.0,0.6659999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.345,0.006,0.133,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.049,0.071,0.008,0.0,0.0,0.0,0.061,0.3670000000000001,0.0,0.0,0.0,0.016,0.0,25.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,1307.1,0.07400000000000001,0.0,0.0,0.0,0.0,0.024,0.003,0.0
2020-03-01,0.0,0.0,15.3,9.5,25.0,25.0,0.0,0.555,0.0,0.086,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.173,0.014,0.133,0.501,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.111,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,1340.3,0.486,0.0,0.0,0.0,0.0,0.021,0.0,0.0
2020-03-02,2.0,0.0,14.7,11.0,45.0,45.0,0.0,0.444,0.0,0.518,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.34600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.15,0.0,0.53,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,1372.7,0.589,0.0,0.0,0.0,0.0,0.069,0.015,0.0
2020-03-03,2.0,0.0,15.2,10.8,61.0,61.0,0.0,0.333,0.0,0.431,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.345,0.022,0.0,0.0,0.442,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.042,0.158,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,803.5,0.81,0.0,0.0,0.0,0.0,0.057,0.003,0.0
2020-03-04,2.0,0.0,16.3,11.2,40.0,40.0,0.0,0.888,0.0,0.863,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.863,0.027000000000000003,0.222,0.0,0.7879999999999999,0.0,0.0,0.0,0.207,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.066,0.277,0.008,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,1693.5,0.84,0.0,0.0,0.0,0.0,0.1,0.012,0.0
2020-03-05,3.0,0.0,14.8,11.1,80.0,80.0,0.0,1.332,0.0,2.33,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.34,0.251,2.6260000000000003,0.0,0.0,0.0,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.253,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.962,0.0,0.0,0.05,0.116,0.0,0.0,0.0,1801.0,0.722,0.0,0.0,0.0,0.0,0.233,0.003,0.0
2020-03-06,4.0,0.0,13.6,11.7,81.0,81.0,0.0,1.554,0.0,5.091,0.0,0.0,0.0,0.0,0.318,0.0,0.0,0.0,0.0,0.0,2.244,0.054000000000000006,0.5770000000000001,0.0,2.244,0.0,0.0,0.0,0.414,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.066,0.435,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.14300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.183,0.069,2.405,0.0,0.0,0.134,0.0,0.0,0.0,0.0,2558.4,1.164,0.015,0.0,0.0,0.0,0.16,0.006,0.0
2020-03-07,8.0,0.0,13.9,11.0,79.0,79.0,0.0,2.665,0.0,5.1770000000000005,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.6659999999999999,0.0,1.54,0.0,0.0,0.0,0.518,0.0,0.0,0.0,0.0,3.645,0.0,0.0,0.094,0.364,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,1230.7,0.81,0.015,0.0,0.0,0.0,0.502,0.009000000000000001,0.0
2020-03-08,9.0,0.0,13.8,11.0,84.0,84.0,0.0,2.776,0.0,2.675,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,2.244,0.016,0.0,2.256,2.8760000000000003,0.0,0.0,0.0,0.725,0.0,0.203,0.0,0.0,3.443,0.0,0.0,0.13,0.261,0.008,0.53,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.366,0.014,4.329,0.0,0.0,0.114,0.116,0.0,0.0,0.0,1353.5,0.795,0.0,0.0,0.0,0.0,0.35,0.012,0.0
2020-03-09,9.0,0.0,14.9,11.3,175.0,175.0,0.0,2.998,0.0,3.365,0.0,0.0,0.0,0.0,0.344,0.026,0.0,2.283,0.0,0.0,9.496,0.049,0.977,0.501,1.6230000000000002,0.024,0.0,0.0,0.932,0.0,0.405,0.0,0.0,3.645,0.0,0.0,0.064,0.221,0.016,2.121,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,1476.2,2.165,0.015,0.0,0.0,0.0,0.227,0.003,0.0
2020-03-10,2.0,0.0,16.4,11.3,306.0,306.0,0.0,5.6629999999999985,0.0,2.416,0.0,0.0,0.0,0.0,0.053,0.0,0.0,1.142,0.0,0.0,29.695,0.045,1.273,0.0,3.354,0.0,0.0,0.0,1.242,0.0,2.633,0.0,0.0,5.266,0.0,0.0,0.115,0.459,0.024,1.06,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.733,0.02,7.215,0.0,0.481,0.261,0.116,0.0,0.0,0.0,819.6,3.815,0.059,0.0,0.0,0.0,0.568,0.018000000000000002,0.0
2020-03-11,18.0,0.0,19.4,11.4,580.0,580.0,0.0,7.106,0.0,4.055,0.259,0.0,0.0,0.14400000000000002,0.768,0.0,0.0,3.425,0.0,0.187,31.076,0.058,1.554,2.256,5.382999999999999,0.012,0.0,0.0,1.346,0.0,1.823,0.203,0.0,6.481,0.0,0.0,0.205,0.435,0.016,1.06,0.0,0.0,0.025,0.735,0.0,0.0,0.0,0.3670000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.5489999999999999,0.018000000000000002,12.505999999999998,0.0,0.481,0.36,0.116,0.012,0.0,0.0,655.0,6.069,0.0,0.0,0.0,0.0,1.103,0.015,0.0
2020-03-12,19.0,0.0,17.2,11.8,938.0,938.0,0.0,6.218,0.111,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.28,29.868,0.11,1.909,0.0,2.029,0.0,0.0,0.0,1.656,0.0,0.0,0.0,0.0,8.911,0.0,0.0,0.213,0.443,0.032,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.426,0.008,25.482,0.0,0.0,0.026,0.0,0.055,0.0,0.0,0.151,1.099,0.017,15.393,0.0,0.962,0.503,0.0,0.0,0.0,0.0,542.8,7.2029999999999985,0.029,0.0,0.0,0.0,1.3259999999999998,0.03,0.0
2020-03-13,34.0,0.0,14.1,10.8,1551.0,1551.0,0.0,22.428,0.0,21.14,0.0,0.0,0.0,0.0,2.014,0.0,0.026,9.133,0.0,0.374,32.285,0.156,0.0,0.251,19.061,0.048,0.0,0.0,1.863,0.0,9.518,0.0,0.0,7.291,0.0,0.0,0.19,0.293,0.016,3.711,0.0,0.0,0.067,0.3670000000000001,0.0,0.0,0.0,0.335,0.014,0.0,0.0,0.0,0.026,0.0,0.116,0.0,0.0,0.194,2.931,0.011,25.013,0.0,1.924,0.5760000000000001,0.809,0.047,0.0,0.0,536.4,7.0710000000000015,0.015,0.0,0.0,0.0,1.912,0.024,0.0
2020-03-14,57.0,1.0,16.3,10.5,1253.0,1253.0,0.0,16.766,0.0,11.217,0.086,0.0,0.0,0.14400000000000002,0.132,0.0,0.053,13.7,0.0,0.374,5.525,0.126,4.44,1.253,10.861,0.024,0.0,0.0,3.002,0.0,7.898,0.203,0.0,7.6960000000000015,0.0,0.0,0.193,0.49,0.008,4.771,0.0,0.0,0.168,0.735,0.0,0.0,0.0,0.349,0.016,0.0,0.0,0.0,0.026,0.0,0.096,0.0,0.0,0.257,2.198,0.036000000000000004,19.241,0.481,1.924,0.441,0.231,0.0,0.0,0.0,764.6,5.362,0.28,0.0,0.0,0.0,2.293,0.021,0.0
2020-03-15,76.0,1.0,13.8,10.5,951.0,951.0,0.0,22.762,0.0,16.998,0.0,4.573,22.693,0.0,1.431,0.0,0.053,0.0,0.0,0.56,6.733,0.379,0.0,0.752,14.442,0.024,0.0,0.104,3.209,0.0,0.0,0.0,0.0,8.302999999999999,0.0,0.0,0.26,0.245,0.016,2.121,0.0,0.0,0.177,1.102,0.0,0.0,0.0,0.294,0.019,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.249,1.832,0.053,18.279,0.0,1.443,0.284,0.116,0.012,0.0,0.0,636.2,6.526,0.206,0.0,0.0,0.0,0.7070000000000001,0.036000000000000004,0.0
2020-03-16,86.0,1.0,12.1,10.5,1683.0,1683.0,0.0,17.543,0.222,14.841,0.086,6.816,31.925,0.0,4.319,0.079,0.053,7.992000000000001,0.0,1.774,10.013,0.266,0.0,0.0,17.629,0.07200000000000001,0.0,0.0,3.727,0.0,8.101,0.0,0.0,11.139,0.0,0.0,0.21600000000000005,0.134,0.047,2.121,0.0,0.0,0.18600000000000005,1.102,0.0,0.0,0.0,0.319,0.027000000000000003,127.408,0.0,0.0,0.026,0.0,0.185,0.0,0.0,0.249,1.648,0.029,16.355,0.0,2.405,0.419,0.0,0.142,0.0,0.0,670.1,9.059,0.339,0.0,0.0,0.0,4.432,0.08199999999999999,0.0
2020-03-17,117.0,0.0,14.0,10.5,2304.0,2304.0,0.0,34.864000000000004,0.0,15.963,0.431,8.628,42.538,0.0,1.669,0.053,0.159,14.842,0.0,4.5760000000000005,15.883,0.174,10.345999999999998,0.251,23.692,0.084,0.0,0.0,4.865,0.0,10.936,0.0,0.0,12.354,0.0,0.0,0.177,0.395,0.0,7.952000000000001,0.0,0.0,0.262,2.571,0.0,0.0,0.0,0.362,0.03,0.0,3.184,0.0,0.026,0.0,0.16399999999999998,0.0,0.0,0.232,1.648,0.058,10.582,0.0,2.405,0.539,1.5019999999999998,0.344,0.0,0.0,1548.0,11.343,0.25,0.0,0.0,0.0,5.5379999999999985,0.112,1.0
2020-03-18,194.0,0.0,18.4,10.6,2465.0,2465.0,0.0,34.864000000000004,0.111,20.967,0.345,11.217,55.74,0.0,4.743,0.132,0.371,3.425,0.0,4.669,15.711,0.363,11.411,1.003,36.642,0.048,0.0,0.0,5.693,0.0,13.974,0.0,0.0,16.202,0.0,0.0,0.279,0.277,0.016,11.664,0.0,0.0,0.4,2.939,0.0,0.0,0.0,0.684,0.026,0.0,0.0,0.0,0.0,0.0,0.226,0.0,0.0,0.247,6.044,0.041,0.0,0.0,2.405,0.494,0.116,0.605,0.0,0.0,1002.5,14.819,0.516,0.0,0.0,0.0,8.027000000000001,0.181,0.0
2020-03-19,143.0,0.0,16.9,10.5,2498.0,2498.0,0.0,40.749,0.222,26.662,0.604,14.151,72.479,0.14400000000000002,3.789,0.0,0.424,20.55,0.0,5.136,18.818,0.287,14.83,0.501,35.723,0.191,0.0,0.0,7.246,0.0,53.668,0.203,0.0,19.847,0.192,0.0,0.285,0.316,0.008,7.952000000000001,0.0,0.0,0.382,3.306,0.0,0.0,0.0,0.625,0.036000000000000004,0.0,1.592,0.0,0.0,0.075,0.35600000000000004,0.006999999999999999,0.0,0.261,3.297,0.055,5.291,0.0,3.367,0.57,1.5019999999999998,1.115,0.0,0.0,746.2,15.703,0.6779999999999999,0.0,0.0,0.0,13.577,0.218,2.0
2020-03-20,235.0,2.0,12.8,9.7,3215.0,3215.0,0.0,41.637,0.0,39.863,1.381,19.759,95.603,0.0,3.789,0.106,0.636,0.0,0.0,6.1629999999999985,19.336,0.313,19.197,0.752,54.044,0.275,2.387,0.207,7.66,0.021,25.517,0.0,0.0,26.935,0.298,0.0,0.399,0.4270000000000001,0.008,13.254,0.0,0.0,0.371,4.041,0.042,4.793,0.0,0.5870000000000001,0.037000000000000005,101.926,17.514,0.0,0.0,0.038,0.37,0.0,0.147,0.292,2.564,0.067,26.456,0.0,3.848,0.597,1.5019999999999998,1.98,0.0,0.202,770.4,18.531,0.471,0.0,0.0,0.0,19.235,0.32,3.0
2020-03-21,260.0,0.0,11.7,10.5,2516.0,2516.0,0.0,47.3,0.222,48.147,2.589,25.022,119.417,0.0,8.85,0.106,0.821,19.409,0.0,7.377000000000002,14.33,0.488,21.505,1.504,28.227,0.203,3.676,0.104,9.523,0.029,20.657,0.0,0.0,30.58,0.317,0.0,0.436,0.293,0.016,6.892,0.0,0.0,0.736,8.081,0.122,9.585,0.0,0.67,0.035,0.0,0.0,0.0,0.0,0.041,0.363,0.0,0.0,0.308,7.51,0.081,20.203,0.0,3.848,0.419,2.426,3.687,0.0,0.0,642.7,17.898,0.8540000000000001,0.0,0.0,0.0,18.112,0.311,6.0
2020-03-22,320.0,0.0,13.3,10.5,2109.0,2109.0,0.0,85.273,0.888,50.563,0.69,28.129,143.31799999999996,0.0,5.087,0.079,0.927,12.559,0.093,9.058,16.229,0.124,24.776,1.253,31.748,0.119,4.345,0.207,11.697,0.036000000000000004,24.505,0.203,0.0,35.846,0.198,0.0,0.416,0.35600000000000004,0.032,7.952000000000001,0.0,0.0,0.43,15.428,0.113,3.195,0.0,0.7,0.04,305.779,11.145,0.0,0.053,0.045,0.418,0.0,0.147,0.366,1.2819999999999998,0.044,14.912,0.481,5.291,0.35200000000000004,2.658,6.711,0.0,0.0,826.7,20.446,0.516,0.0,0.0,0.0,26.806,0.369,2.0
2020-03-23,460.0,9.0,15.2,10.5,4181.0,4181.0,0.0,99.041,0.555,29.509,1.122,33.219,162.47299999999996,0.0,16.401,0.185,1.166,23.975,0.0,10.925,10.013,0.396,30.786,1.755,49.926,0.34600000000000003,5.382999999999999,0.104,14.906,0.037000000000000005,44.352,0.405,0.0,44.149,0.523,0.0,0.282,0.316,0.008,21.737,0.0,0.0,0.628,6.245,0.08199999999999999,3.195,0.0,0.7040000000000001,0.04,0.0,9.553,0.0,0.026,0.056,0.487,0.0,0.147,0.385,0.183,0.083,13.468,0.481,4.81,0.605,2.542,3.474,0.0,0.0,485.7,34.602,1.12,0.0,0.0,0.0,33.951,0.58,9.0
2020-03-24,302.0,8.0,16.3,10.5,5027.0,5027.0,0.0,89.825,0.777,45.385,2.934,42.02,190.17,0.0,18.6,0.106,1.696,9.133,0.187,12.606,25.206,1.086,37.046,2.256,46.90600000000001,0.406,7.352,0.207,16.355999999999998,0.043,41.31399999999999,0.203,0.0,48.402,0.317,0.0,0.35600000000000004,0.5770000000000001,0.008,9.013,0.0,0.0,0.47,13.959,0.141,3.195,0.0,1.105,0.032,0.0,31.844,0.0,0.053,0.07200000000000001,0.391,0.0,0.0,0.442,3.297,0.087,18.279,0.481,5.291,0.598,0.231,4.067,0.0,0.0,349.3,35.088,2.18,0.0,0.0,0.0,32.081,0.7340000000000001,10.0
2020-03-25,633.0,0.0,16.1,10.5,5319.0,5319.0,0.0,33.865,0.222,57.63800000000001,4.832,52.806,234.779,0.0,12.214,0.238,1.908,9.133,0.28,16.340999999999998,24.861,0.802,43.44,1.253,51.764,0.585,9.417,0.104,20.186,0.042,47.592,0.405,0.0,58.731,0.359,0.117,0.455,0.767,0.024,12.724,0.0,0.0,0.61,15.428,0.281,22.365,0.0,0.917,0.039,203.853,7.961,0.0,0.106,0.066,1.117,0.014,0.147,0.417,2.198,0.061,23.089,0.481,6.734,0.568,3.582,6.652,0.0,0.0,250.1,40.023,2.814,0.0,0.0,0.0,36.501,1.006,10.0
2020-03-26,549.0,21.0,13.9,10.5,6694.0,6694.0,0.0,146.673,2.11,111.997,3.624,60.313,268.43,0.0,20.958,0.397,2.173,15.984000000000002,0.28,19.143,27.796,0.877,49.597,1.003,78.953,0.728,9.835,0.0,23.084,0.041,51.642,2.025,0.0,67.03399999999999,0.684,0.095,0.606,0.8059999999999999,0.016,12.194,0.0,0.0,0.433,20.204,0.156,31.95,0.0,1.028,0.032,50.963,27.067,0.0,0.053,0.068,1.247,0.0,-0.441,0.295,1.832,0.16699999999999998,16.355,0.481,7.6960000000000015,0.517,4.391,14.181,0.0,0.0,298.1,46.063,2.681,0.0,0.0,0.0,53.945,1.266,17.0
2020-03-27,724.0,0.0,13.3,10.5,7913.0,7913.0,0.0,83.052,0.999,90.512,5.954,68.078,314.851,0.0,16.957,0.238,2.358,18.267,0.0,22.131,30.558000000000003,0.971,55.621,1.003,82.749,0.895,10.802,0.0,26.5,0.048,61.161,0.608,13.771,76.957,0.596,0.097,0.546,0.901,0.047,19.086,0.0,0.0,0.5770000000000001,10.653,0.426,31.95,0.0,1.173,0.027000000000000003,229.334,20.699,0.0,0.0,0.107,1.3430000000000002,0.006999999999999999,0.0,0.28600000000000003,7.876,0.13699999999999998,33.671,1.443,10.582,0.6659999999999999,4.622,24.532,0.0,0.0,228.7,47.86,4.242,0.0,107.047,0.0,56.465,1.577,16.0
2020-03-28,902.0,0.0,13.5,10.5,6893.0,6893.0,0.0,68.17399999999999,1.11,159.626,5.522,74.808,352.73,0.5760000000000001,23.687,0.424,3.312,19.409,0.187,25.306,28.659,0.8009999999999999,62.69600000000001,1.755,81.44800000000002,1.086,11.947,0.104,30.848000000000006,0.043,59.541,2.835,16.202,89.514,0.447,0.106,0.586,1.5659999999999998,0.024,13.254,0.0,0.0,0.555,17.265,0.366,36.743,0.0,1.357,0.025,0.0,3.184,0.0,0.053,0.101,1.5619999999999998,0.0,1.3230000000000002,0.345,4.213,0.132,25.013,0.0,11.063,0.481,3.813,20.204,0.0,0.0,198.3,41.879,4.301,0.0,121.94,0.0,59.305,1.94,24.0
2020-03-29,792.0,0.0,14.3,10.5,5032.0,5032.0,0.0,57.404,1.999,146.856,6.73,82.919,391.385,0.14400000000000002,18.653,0.371,3.762,39.959,0.467,26.333,34.184,0.657,67.965,0.251,52.51600000000001,1.194,12.687,0.207,37.369,0.036000000000000004,40.504,2.025,19.442,103.893,0.327,0.106,0.405,1.415,0.055,22.267,0.0,0.0,0.56,14.326,0.37,33.548,0.0,1.429,0.018000000000000002,101.926,1.592,0.0,0.106,0.12,1.85,0.027000000000000003,0.441,0.305,4.03,0.073,22.127,0.962,11.544,0.287,4.16,21.52,0.0,0.101,151.6,42.601000000000006,3.138,0.0,140.309,0.0,57.096,1.885,19.0
2020-03-30,446.0,0.0,12.1,9.9,7986.0,7986.0,0.0,92.157,2.443,91.72,7.075,88.096,422.533,0.0,29.622,0.768,4.16,18.267,0.654,27.454,32.975,0.9,74.832,3.008,57.17100000000001,1.337,14.358,0.207,41.199,0.044,59.743,1.62,21.67,115.639,0.28300000000000003,0.12,0.386,0.743,0.016,15.375,0.0,14.845,0.266,16.898,0.615,38.34,0.0,1.277,0.013,76.445,9.553,0.0,0.238,0.129,2.069,0.006999999999999999,0.441,0.237,4.03,0.126,12.505999999999998,0.0,13.949000000000002,0.541,6.817,19.09,0.0,0.202,151.4,63.739,5.509,0.0,163.406,0.0,66.691,2.154,21.0
2020-03-31,1035.0,0.0,9.2,10.5,7962.0,7962.0,0.0,62.4,2.221,75.585,16.567,93.877,430.385,0.0,29.913,0.715,4.372,36.534,0.747,30.068,49.03100000000001,1.533,81.345,1.755,58.758,1.5519999999999998,18.5,0.104,45.44300000000001,0.042,65.819,3.443,24.302,120.702,0.39,0.125,0.49,2.008,0.016,11.664,0.0,14.314,0.265,16.163,0.542,41.535,0.0,1.416,0.016,76.445,28.66,0.0,0.053,0.121,3.4330000000000003,0.055,0.0,0.226,4.945,0.161,22.127,1.924,13.468,0.62,8.55,32.061,0.0,0.101,160.8,66.788,5.9510000000000005,0.0,185.561,0.0,79.498,3.278,20.0
2020-04-01,808.0,0.0,9.3,9.6,8650.0,8650.0,0.0,58.958,1.999,102.592,10.613,98.709,450.317,0.28800000000000003,27.37,0.609,4.61,66.218,0.747,32.216,43.334,1.065,87.916,1.755,72.377,1.731,21.293000000000006,0.414,48.135,0.069,42.934,2.835,25.922,132.85299999999998,0.407,0.122,0.57,2.214,0.04,25.448,0.0,14.845,0.532,16.163,0.8420000000000001,43.133,0.0,1.669,0.014,76.445,22.291,0.0,0.264,0.128,3.015,0.048,1.764,0.21,6.777,0.218,18.76,0.0,14.912,0.527,6.355,25.469,0.0,0.202,161.8,73.27,9.914,0.0,200.881,0.0,97.54,3.876,27.0
2020-04-02,783.0,25.0,12.9,10.5,9299.0,9299.0,0.0,46.411,1.332,119.417,15.79,103.972,465.762,0.0,45.678,1.298,9.591,41.101000000000006,0.467,32.776,48.859,1.956,93.319,4.262,82.617,2.232,25.088,0.104,54.035,0.084,81.413,2.633,26.733,132.65,0.4,0.14400000000000002,0.6579999999999999,2.238,0.024,6.362,0.0,15.375,0.5429999999999999,24.612,0.919,47.925,0.0,1.692,0.014,127.408,33.436,0.0,0.37,0.13699999999999998,5.283,0.041,0.441,0.222,4.762,0.266,26.937,0.962,14.43,0.512,5.546,29.121,0.0,0.0,131.4,72.607,9.678,26.707,204.387,0.0,97.347,4.5710000000000015,22.0
2020-04-03,852.0,0.0,14.3,10.4,9479.0,9479.0,0.0,43.858,1.11,122.696,11.39,108.373,479.912,0.5760000000000001,30.549,1.404,10.519,45.667,0.84,35.017,64.39699999999999,1.23,97.034,5.2639999999999985,75.969,2.005,28.18,0.518,57.348,0.04,85.868,4.455,27.745,142.57399999999996,0.376,0.166,0.639,2.657,0.047,18.556,0.53,16.435,0.723,19.102,0.847,55.913,0.0,1.495,0.014,101.926,47.76600000000001,0.0,0.37,0.133,4.118,0.027000000000000003,1.176,0.252,4.396,0.34600000000000003,17.798,1.443,14.43,0.5710000000000001,6.355,33.033,0.0,0.101,131.3,73.373,10.856,31.229,229.002,0.0,97.603,4.3260000000000005,37.0
