Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
Portugal,08/08/2020,31,19.1,23.3,,31.5,0,0,0,22,327.67,48.2,10.9,2.4,67.7,Clear
Portugal,08/09/2020,27.3,18.5,22,,27.8,0,0,0,22.5,332.17,,10.9,3.1,68.63,Clear
Portugal,08/10/2020,27.7,19.1,21.6,,28.1,0,0,0,20.3,337.38,33.5,11.7,7,71.52,Clear
Portugal,08/11/2020,25.8,19.5,21.5,,,0,0,0,19.4,316.17,,11.1,9,76.31,Clear
Portugal,08/12/2020,24.9,18,21,,,14.58,0,0,21.3,302.17,,11.4,11.8,82.6,Rain
Portugal,08/13/2020,27.9,17.6,21.8,,27.8,0,0,0,25.9,327.17,,12.1,2.1,65.52,Clear
Portugal,08/14/2020,27.5,17.6,21.5,,27.3,0,0,0,23.4,328,,11.1,4.9,67.55,Clear
Portugal,08/15/2020,25.9,17.2,21,,,0,0,0,18.5,302.54,,11.2,3.8,72.1,Clear
Portugal,08/16/2020,25.5,17.5,21.2,,,0.09,0,0,19.7,288.83,,11,3.8,77.42,Rain
Portugal,08/17/2020,27.8,18.7,22.6,,29.4,0,0,0,22.5,264.21,,11.8,7.3,83.22,Clear
Portugal,08/18/2020,27.5,20.2,22.7,,28.6,0.9,0,0,19.2,267.04,,11.7,26.3,80.62,"Rain, Partially cloudy"
Portugal,08/19/2020,26.4,19.6,22.3,,,0,0,0,22.8,242.29,,11.7,9.3,81.14,Clear
Portugal,08/20/2020,24.1,20.6,21.9,,,0.78,0,0,26,227.96,,8.8,10.3,92.96,Rain
Portugal,08/21/2020,27.6,20,22.8,,27.9,0,0,0,19.2,305.46,,11.9,8.9,66.68,Clear
Portugal,08/22/2020,29.6,18.5,23,,28.6,0,0,0,27.1,325.29,44.6,10.9,0.6,60.74,Clear
Portugal,08/23/2020,29.9,18.6,23.2,,29.5,0,0,0,28.7,336.63,51.8,10.5,0.4,60.88,Clear
Portugal,08/24/2020,34.5,19.1,25.3,,36.5,0,0,0,22.8,282.17,,11.9,3.8,63.66,Clear
Portugal,08/25/2020,33.5,19.6,25.5,,32.4,0,0,0,20.2,329.42,,12.2,1.1,52.58,Clear
Portugal,08/26/2020,33.9,20,25.5,,36,0,0,0,22.3,322.42,,11.1,3,64.74,Clear
Portugal,08/27/2020,30.9,20.6,23.9,,32.5,0,0,0,30.4,340.71,,12.2,4,75.44,Clear
Portugal,08/28/2020,25.6,19,22.1,,,0,0,0,29.8,343.21,,12,6.2,69.68,Clear
Portugal,08/29/2020,24.1,17.1,20.1,,,0,0,0,35.3,278.29,57.6,11,4.6,62.01,Clear
Portugal,08/30/2020,27.5,15.5,20.9,,26.9,0,0,0,25.8,303.5,,11.1,0.5,51.18,Clear
Portugal,08/31/2020,32.3,17.1,23.4,,30.2,0,0,0,19,186.17,27.7,12.8,1.6,36.84,Clear
Portugal,09/01/2020,27.6,18.5,21.9,,27.9,0,0,0,28.1,295.5,51.8,12.4,3.4,51.08,Clear
Portugal,09/02/2020,30.9,17.6,23.4,,30.1,0,0,0,23.6,243.92,,11.9,1,59.36,Clear
Portugal,09/03/2020,34.2,20.5,26.6,,33,0,0,0,18.5,209.13,,11.8,0.4,39.24,Clear
Portugal,09/04/2020,34.1,21.3,26.7,,32.5,0,0,0,24.4,197,,11.4,0,37.89,Clear
Portugal,09/05/2020,31.2,19.5,25.1,,31.2,0,0,0,19.4,294.33,,10.9,0.1,49.81,Clear
Portugal,09/06/2020,31.4,20.4,25.7,,30.6,0,0,0,21.8,201.75,33.5,10.9,0,44.59,Clear
Portugal,09/07/2020,34.5,21.1,27.1,,34.3,0,0,0,17,218,,11.2,1.9,44.88,Clear
Portugal,09/08/2020,33.6,23.1,26.5,,31.6,0,0,0,25.8,158.25,,11.5,1.7,33.17,Clear
Portugal,09/09/2020,27.4,17.7,22.6,,28.7,0,0,0,22.5,198.91,,11.5,4.7,69.43,Clear
Portugal,09/10/2020,31.3,19,24.3,,30.1,0,0,0,16.6,211.29,,11.4,6.3,54.72,Clear
Portugal,09/11/2020,31.1,19.6,24.4,,30.4,0,0,0,16.3,221.5,,12.1,4.1,51.95,Clear
Portugal,09/12/2020,32,21.2,25.1,,31.9,0,0,0,13.9,190.42,,10.9,1.9,50.95,Clear
Portugal,09/13/2020,29.5,18.8,23.5,,30.8,0,0,0,28.8,195.38,,11,3.2,66.61,Clear
Portugal,09/14/2020,26.4,18.6,21.5,,,0,0,0,23.2,236.38,,12,6.3,82.74,Clear
Portugal,09/15/2020,26.5,19.6,21.9,,,0,0,0,19,226.83,,12,13.8,83.17,Clear
Portugal,09/16/2020,26.4,19,21.3,,,0,0,0,20.9,193,,10.8,21.3,81.92,Clear
Portugal,09/17/2020,23.8,17.7,19.8,,,10.05,0,0,28.5,143.79,,10.4,18.7,85.91,Rain
Portugal,09/18/2020,22,17.4,19.2,,,17.23,0,0,41.6,176.83,50,10,17.4,90.12,Rain
Portugal,09/19/2020,23.5,17.6,20.2,,,0.29,0,0,29.7,227.88,,10.9,3.9,89.32,Rain
Portugal,09/20/2020,25.1,18.2,20.7,,,1.09,0,0,16.7,251.42,,10.8,3.8,84.69,Rain
Portugal,09/21/2020,24.7,17.9,20.8,,,0,0,0,18.1,200.9,,10.4,5.6,74.95,Clear
Portugal,09/22/2020,24.6,18.6,20.7,,,0.1,0,0,23.4,243.63,,10.8,4,86.65,Rain
Portugal,09/23/2020,24.8,19.6,21.3,,,0.91,0,0,20.3,232.46,,10.5,3.3,88.18,Rain
Portugal,09/24/2020,24,18,20.8,,,0,0,0,16.4,189.29,,10.8,4.7,79.43,Clear
Portugal,09/25/2020,22.1,16.5,18.4,,,0,0,0,30.3,229.21,,10.9,2.8,66.7,Clear
Portugal,09/26/2020,22.4,15.1,18.2,,,0,0,0,27.3,194.33,37.1,10.5,1.2,65.8,Clear
Portugal,09/27/2020,23.1,17,19.5,,,0,0,0,26.3,330.25,27.7,10.8,6.4,74.22,Clear
Portugal,09/28/2020,26,15.5,19.8,,,0,0,0,20.5,239.33,,10.9,3.6,69.06,Clear
Portugal,09/29/2020,27.6,16.1,21,,27.7,0,0,0,19.3,259.5,,10.9,2.3,63.04,Clear
Portugal,09/30/2020,24.4,16.6,19.2,,,0,0,0,22.1,334.08,,10.9,3.1,70.47,Clear
