Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
Portugal,01/17/2020,16.3,12.1,13.4,,,0.39,0,0,10.6,163.42,29.5,6.8,7.2,94.8,Rain
Portugal,01/18/2020,18.4,12.7,15.1,,,27.5,0,0,32.5,261.54,51.8,8.3,6,89.36,Rain
Portugal,01/19/2020,16.1,11.5,13.3,,,0.38,0,0,38.1,161.17,70.6,11,3,59.65,Rain
Portugal,01/20/2020,11.5,7,8.9,2.7,,0,0,0,37.5,36.38,55.4,12.3,3.5,42.77,Clear
Portugal,01/21/2020,12.7,7.1,9.8,3.7,,0,0,0,25.9,40.67,48.2,12,2.5,55.82,Clear
Portugal,01/22/2020,11.5,8.6,9.8,5.6,,0.74,0,0,25.2,46.04,37.1,11.8,6.4,76.19,Rain
Portugal,01/23/2020,12.6,7.6,9.5,5.6,,0.2,0,0,11.6,79.5,35.3,10.6,7.7,90.51,Rain
Portugal,01/24/2020,12.7,8.9,10.4,7.3,,4.25,0,0,14.2,73.38,35.3,10.3,12.1,93.68,Rain
Portugal,01/25/2020,14.9,9.6,11.4,7.9,,4.9,0,0,16,128.13,,10.1,4.8,89.23,Rain
Portugal,01/26/2020,16,8.5,11.8,9.3,,0.1,0,0,18.7,188.92,,8.3,3.3,89.37,Rain
Portugal,01/27/2020,15.6,12.2,14.2,,,2.71,0,0,27.7,212.29,37.1,9.7,8.5,92.02,Rain
Portugal,01/28/2020,16.7,14.1,15,,,1.77,0,0,20.1,234.38,,10.9,9.2,95.98,Rain
Portugal,01/29/2020,16.6,13.7,14.7,,,0,0,0,21.9,204.08,,10.8,10.6,91.75,Clear
Portugal,01/30/2020,17,13.5,14.5,,,11.61,0,0,25.2,205.67,,8.9,9.8,94.48,Rain
Portugal,01/31/2020,16.6,15,15.5,,,12.28,0,0,21,227.83,,6.7,11.2,99.35,Rain
Portugal,02/01/2020,17,14.5,15.5,,,3.22,0,0,17.6,220,,7.8,9.2,98.48,Rain
Portugal,02/02/2020,20.1,12,15.8,,,0.29,0,0,10.6,69.04,37.1,7.6,2.6,88.61,Rain
Portugal,02/03/2020,22.3,13,16.3,,,0,0,0,17,125.58,25.9,11.2,0.9,80.2,Clear
Portugal,02/04/2020,16.2,10.1,13.3,,,0,0,0,13,172.42,27.7,8.3,2.3,89.27,Clear
Portugal,02/05/2020,19.6,10.8,14.1,,,0.1,0,0,18.7,91.88,38.9,10,7.2,78.7,Rain
Portugal,02/06/2020,17.1,10.9,14,,,0,0,0,12.2,84.25,,10.6,9.3,82.26,Clear
Portugal,02/07/2020,18,11.4,14.2,,,0,0,0,15.5,133.96,33.5,9.4,8.5,88.34,Clear
Portugal,02/08/2020,17.9,11.7,13.8,,,0.99,0,0,20.6,246.33,27.7,10.1,4.4,87.43,Rain
Portugal,02/09/2020,17,10,13,,,0,0,0,10.7,244.64,27.7,11,4.8,82.63,Clear
Portugal,02/10/2020,16.4,10.1,13.6,,,0,0,0,10.8,212.04,,10,7.5,89.5,Clear
Portugal,02/11/2020,17.5,12,13.8,,,0,0,0,11.5,307.92,,11.1,8.9,84.1,Clear
Portugal,02/12/2020,15,12,13.4,,,0,0,0,8.3,276.68,,9.4,8.7,86.81,Clear
Portugal,02/13/2020,15.5,11.6,13.5,,,1.5,0,0,14,235.74,,10.1,9.8,94.67,Rain
Portugal,02/14/2020,16.9,10.6,13.1,,,0.1,0,0,9.6,155.79,,8.4,6.7,86.91,Rain
Portugal,02/15/2020,18,8.9,13.6,,,0,0,0,14.6,201.68,31.7,9.7,3.6,84.46,Clear
Portugal,02/16/2020,17.1,11.6,14.2,,,0.1,0,0,17,166.71,,8.1,5.4,90.36,Rain
Portugal,02/17/2020,16.6,11.4,14.6,,,2.78,0,0,23.2,279.42,,10.8,7.9,81.24,Rain
Portugal,02/18/2020,15.8,10.1,12,,,0,0,0,31.3,347.92,57.6,11.5,1.7,65.19,Clear
Portugal,02/19/2020,18.7,8.5,13.7,7.4,,0,0,0,17.5,139.46,29.5,11.8,4.7,62.42,Clear
Portugal,02/20/2020,17.7,9.4,13.8,8.2,,0,0,0,15.5,148.92,44.6,11.6,6.8,68.46,Clear
Portugal,02/21/2020,21.1,11.5,15.9,,,0,0,0,17.6,131.25,35.3,10.6,0.4,62.55,Clear
Portugal,02/22/2020,21.5,12.4,17,,,0,0,0,14.3,103.83,,10.4,1.6,54.34,Clear
Portugal,02/23/2020,22.5,12.4,17.5,,,0,0,0,15.5,122.5,,10.4,0,50.77,Clear
Portugal,02/24/2020,21.1,11.7,16.1,,,0,0,0,17.7,154.96,,10.3,0.6,60.7,Clear
Portugal,02/25/2020,18.8,10.6,14,,,0,0,0,18,317.83,,10.7,7.3,77.49,Clear
Portugal,02/26/2020,16.4,10,12.9,,,0.1,0,0,22.3,325.25,44.6,12.3,7.5,68.15,Rain
Portugal,02/27/2020,20.4,10.4,14.5,,,0,0,0,16.9,321.58,,11.8,3.9,72.08,Clear
Portugal,02/28/2020,19.1,10.3,13.3,,,0,0,0,17.7,123.33,29.5,10.1,3.8,79.2,Clear
Portugal,02/29/2020,18,13.1,15.1,,,3.53,0,0,24.7,253.13,40.7,9.6,6.8,82.29,Rain
Portugal,03/01/2020,16.1,14,15.3,,,0.68,0,0,38.6,235.63,63,9.5,4.3,92.37,Rain
Portugal,03/02/2020,17.3,12,14.7,,,1.87,0,0,33.1,283.71,63,11,8.7,74.14,Rain
Portugal,03/03/2020,19.5,11.2,15.2,,,1.46,0,0,22.3,262.83,38.9,10.8,9.5,85.25,Rain
Portugal,03/04/2020,20,14.5,16.3,,,0,0,0,22,245.63,,11.2,6.4,84.25,Clear
Portugal,03/05/2020,17.8,12.2,14.8,,,1.19,0,0,24,290.88,48.2,11.1,8.3,77.95,Rain
Portugal,03/06/2020,16.6,11.5,13.6,,,0.02,0,0,28.2,279.71,,11.7,8.4,65.22,Rain
Portugal,03/07/2020,18.1,10.5,13.9,,,0,0,0,20.6,154,40.7,11,2.1,63.01,Clear
Portugal,03/08/2020,18.6,9.5,13.8,8.9,,0,0,0,15.5,246.08,33.5,11,1.7,72.04,Clear
Portugal,03/09/2020,19.9,11,14.9,,,0,0,0,21.9,290.38,,11.3,6.1,69.98,Clear
Portugal,03/10/2020,22.5,10.2,16.4,,,0,0,0,16.2,183.54,31.7,11.3,1.2,63.75,Clear
Portugal,03/11/2020,26,12.8,19.4,,,0,0,0,13.6,132.17,,11.4,4.8,58.33,Clear
Portugal,03/12/2020,22.3,13.1,17.2,,,0,0,0,28.4,313.79,37.1,11.8,6.8,70.48,Clear
Portugal,03/13/2020,18,12,14.1,,,0,0,0,23.2,336.58,55.4,10.8,5.2,76.44,Clear
Portugal,03/14/2020,22.5,12.4,16.3,,,0,0,0,16.4,215.38,40.7,10.5,0.6,72.62,Clear
Portugal,03/15/2020,18.5,10.5,13.8,,,0,0,0,24.6,330.83,,10.5,1.9,70.07,Clear
Portugal,03/16/2020,15.4,9.6,12.1,7.5,,0.1,0,0,39.4,339.42,70.6,10.5,2.5,61.22,Rain
Portugal,03/17/2020,17.2,10.4,14,,,0,0,0,33.2,94.29,48.2,10.5,1.5,54.58,Clear
Portugal,03/18/2020,22.7,14.6,18.4,,,0,0,0,25.2,55.5,,10.6,0.1,55.61,Clear
Portugal,03/19/2020,21.1,13.6,16.9,,,0,0,0,18.6,139.67,,10.5,0.9,65.94,Clear
Portugal,03/20/2020,14,10.5,12.8,,,2.65,0,0,15.2,287.92,,9.7,3,84.86,Rain
Portugal,03/21/2020,15.5,9,11.7,9.2,,4.06,0,0,11.9,179.83,31.7,10.5,2,80.63,Rain
Portugal,03/22/2020,18.6,9.8,13.3,8.5,,0,0,0,16.8,202.17,,10.5,1,71.27,Clear
Portugal,03/23/2020,19.6,11.7,15.2,,,0,0,0,21.1,176.92,,10.5,1.4,70.93,Clear
Portugal,03/24/2020,20.6,12.1,16.3,,,0,0,0,23.3,77.46,,10.5,4.6,61.54,Clear
Portugal,03/25/2020,22,12.6,16.1,,,0,0,0,21.6,151.67,28.8,10.5,0.9,62.61,Clear
Portugal,03/26/2020,18,11.2,13.9,,,0,0,0,22.5,315.46,,10.5,3.9,72.59,Clear
Portugal,03/27/2020,17.9,10.1,13.3,,,0,0,0,18.1,312.79,,10.5,1.9,67.01,Clear
Portugal,03/28/2020,17.2,9.9,13.5,7.9,,0,0,0,23.9,98.67,,10.5,0.4,60.88,Clear
Portugal,03/29/2020,18.4,11,14.3,,,0,0,0,21.9,180.96,,10.5,1.1,74.25,Clear
Portugal,03/30/2020,13.5,8.6,12.1,4.9,,14.11,0,0,28.7,107.92,,9.9,3.6,90.67,Rain
Portugal,03/31/2020,13.4,7.1,9.2,3.5,,0.61,0,0,27.7,141.3,,10.5,4.4,74.34,Rain
