Date,confirmados,confirmados_arsnorte,confirmados_arscentro,confirmados_arslvt,confirmados_arsalentejo,confirmados_arsalgarve,confirmados_acores,confirmados_madeira,confirmados_novos,recuperados,obitos,internados_uci,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,ativos,internados_enfermaria,confirmados_0_9,confirmados_10_19,confirmados_20_29,confirmados_30_39,confirmados_40_49,confirmados_50_59,confirmados_60_69,confirmados_70_79,confirmados_80_plus,obitos_0_9,obitos_10_19,obitos_20_29,obitos_30_39,obitos_40_49,obitos_50_59,obitos_60_69,obitos_70_79,obitos_80_plus,Max_Temp,Min_Temp,Temperature,Precipitation,Wind_Speed,Wind_Direction,Visibility,Cloud_Cover,Relative_Humidity,Rain,Clear,Partially_cloudy
2021-08-04,825633,331793,117595,313028,29277,20981,4198,8761,602,782895,16899,122.0,5315,3002,7161,970,354,29,68,25839.0,373.0,45759.0,76275.0,117839.0,118406.0,137270.0,122502.0,84060.0,54766.0,68464.0,2.0,2.0,12.0,41.0,153.0,460.0,1509.0,3589.0,11131.0,20.6,11.4,15.3,0.0,20.1,217.25,9.5,7.0,78.59,0,1,0
2021-09-04,826327,332013,117664,313262,29314,21054,4234,8786,694,783523,16904,128.0,5317,3002,7163,970,355,29,68,25900.0,358.0,45815.0,76321.0,117965.0,118526.0,137372.0,122595.0,84140.0,54803.0,68496.0,2.0,2.0,12.0,41.0,153.0,460.0,1510.0,3590.0,11134.0,19.6,14.2,16.7,0.0,23.3,208.42,10.8,7.0,80.12,0,1,0
2021-10-04,826928,332229,117728,313415,29330,21113,4309,8804,601,784208,16910,119.0,5319,3003,7166,970,355,29,68,25810.0,347.0,45860.0,76362.0,118063.0,118630.0,137458.0,122685.0,84221.0,54829.0,68525.0,2.0,2.0,12.0,41.0,153.0,460.0,1510.0,3593.0,11137.0,18.9,14.2,16.1,12.89,26.5,211.13,10.4,6.4,87.08,1,0,0
2021-11-04,827494,332412,117790,313615,29346,21146,4350,8835,566,784618,16916,113.0,5321,3003,7170,970,355,29,68,25960.0,353.0,45918.0,76419.0,118137.0,118715.0,137527.0,122764.0,84288.0,54870.0,68560.0,2.0,2.0,12.0,41.0,153.0,460.0,1512.0,3594.0,11140.0,20.8,13.0,15.6,2.53,22.5,318.67,10.7,4.6,76.28,1,0,0
2021-12-04,827765,332482,117808,313675,29398,21167,4373,8862,271,785063,16918,119.0,5322,3003,7171,970,355,29,68,25784.0,360.0,45920.0,76438.0,118186.0,118778.0,137542.0,122817.0,84306.0,54907.0,68575.0,2.0,2.0,12.0,41.0,153.0,460.0,1512.0,3595.0,11141.0,19.5,10.9,14.4,0.1,10.8,169.3,11.1,6.0,75.13,1,0,0
2021-04-13,828173,332635,117856,313812,29422,21180,4397,8871,408,785809,16923,118.0,5323,3004,7174,970,355,29,68,25441.0,341.0,45933.0,76472.0,118251.0,118846.0,137606.0,122882.0,84346.0,54929.0,68612.0,2.0,2.0,12.0,41.0,153.0,460.0,1512.0,3597.0,11144.0,18.2,13.2,15.5,12.84,14.8,205.38,10.9,10.0,82.24,1,0,0
2021-04-14,828857,332900,117922,314000,29465,21246,4420,8904,684,786469,16931,116.0,5326,3004,7179,970,355,29,68,25457.0,331.0,45987.0,76555.0,118332.0,118953.0,137728.0,122979.0,84424.0,54964.0,68640.0,2.0,2.0,12.0,41.0,153.0,461.0,1513.0,3598.0,11149.0,18.7,14.7,16.3,4.57,16.1,107.71,9.3,16.9,92.17,1,0,0
2021-04-15,829358,333056,117995,314188,29486,21278,4436,8919,501,787011,16933,109.0,5328,3004,7179,970,355,29,68,25414.0,314.0,46013.0,76586.0,118411.0,119058.0,137809.0,123053.0,84474.0,54999.0,68660.0,2.0,2.0,12.0,41.0,153.0,461.0,1513.0,3598.0,11151.0,20.0,14.7,16.7,4.21,13.2,133.13,10.8,29.8,87.82,1,0,1
2021-04-16,829911,333284,118027,314370,29511,21301,4474,8944,553,787607,16937,101.0,5330,3005,7180,970,355,29,68,25367.0,328.0,46074.0,76647.0,118476.0,119161.0,137882.0,123129.0,84531.0,55037.0,68677.0,2.0,2.0,12.0,41.0,153.0,461.0,1514.0,3600.0,11152.0,22.1,14.0,17.3,0.0,17.4,249.08,10.6,4.2,72.03,0,1,0
2021-04-17,830560,333542,118079,314568,29554,21348,4507,8962,649,788274,16942,103.0,5330,3005,7183,970,356,30,68,25344.0,312.0,46107.0,76730.0,118580.0,119279.0,137974.0,123218.0,84593.0,55071.0,68706.0,2.0,2.0,12.0,41.0,153.0,461.0,1516.0,3600.0,11155.0,23.1,12.9,17.0,0.1,17.8,182.96,10.4,0.4,56.83,1,0,0
2021-04-18,831001,333735,118125,314677,29559,21386,4540,8979,441,788669,16945,109.0,5330,3006,7185,970,356,30,68,25387.0,319.0,46147.0,76774.0,118648.0,119370.0,138025.0,123275.0,84631.0,55105.0,68724.0,2.0,2.0,12.0,41.0,153.0,461.0,1516.0,3602.0,11156.0,22.6,12.9,16.9,0.0,19.6,206.25,10.9,2.6,62.5,0,1,0
2021-04-19,831221,333832,118149,314733,29568,21391,4554,8994,220,789216,16946,112.0,5330,3006,7185,970,356,31,68,25059.0,342.0,46140.0,76804.0,118651.0,119416.0,138073.0,123305.0,84662.0,55125.0,68743.0,2.0,2.0,12.0,41.0,153.0,461.0,1516.0,3602.0,11157.0,22.4,13.2,17.1,0.0,20.1,310.13,11.7,5.4,67.84,0,1,0
2021-04-20,831645,333961,118183,314886,29609,21419,4570,9017,424,790118,16951,113.0,5331,3007,7188,970,356,31,68,24576.0,316.0,46163.0,76858.0,118722.0,119490.0,138148.0,123342.0,84700.0,55146.0,68771.0,2.0,2.0,12.0,41.0,153.0,461.0,1518.0,3604.0,11158.0,20.4,13.6,16.3,0.0,20.9,308.17,12.2,7.8,72.08,0,1,0
2021-04-21,832255,334246,118236,315075,29625,21438,4599,9036,610,790650,16952,110.0,5331,3008,7188,970,356,31,68,24653.0,287.0,46219.0,76943.0,118836.0,119573.0,138245.0,123430.0,84752.0,55167.0,68787.0,2.0,2.0,12.0,41.0,153.0,461.0,1518.0,3605.0,11158.0,18.4,13.5,15.3,1.04,27.4,255.25,10.7,13.4,83.51,1,0,0
2021-04-22,832891,334515,118294,315278,29655,21475,4621,9053,636,791171,16956,104.0,5333,3009,7189,970,356,31,68,24764.0,291.0,46278.0,77062.0,118896.0,119681.0,138341.0,123501.0,84820.0,55195.0,68813.0,2.0,2.0,12.0,41.0,153.0,461.0,1518.0,3607.0,11160.0,20.1,13.1,16.3,0.2,18.0,258.5,10.8,5.3,76.68,1,0,0
