STAID,SOUID,DATE,TG,Q_TG
11102,156831,20150924,130,0
11102,156831,20150925,132,0
11102,156831,20150926,125,0
11102,156831,20150927,111,0
11102,156831,20150928,119,0
11102,156831,20150929,123,0
11102,156831,20150930,128,0
11102,156831,20151001,120,0
11102,156831,20151002,94,0
11102,156831,20151003,87,0
11102,156831,20151004,124,0
11102,156831,20151005,147,0
11102,156831,20151006,159,0
11102,156831,20151007,135,0
11102,156831,20151008,114,0
11102,156831,20151009,109,0
11102,156831,20151010,106,0
11102,156831,20151011,120,0
11102,156831,20151012,83,0
11102,156831,20151013,86,0
11102,156831,20151014,77,0
11102,156831,20151015,89,0
11102,156831,20151016,117,0
11102,156831,20151017,99,0
11102,156831,20151018,102,0
11102,156831,20151019,118,0
11102,156831,20151020,115,0
11102,156831,20151021,128,0
11102,156831,20151022,130,0
11102,156831,20151023,114,0
11102,156831,20151024,107,0
11102,156831,20151025,104,0
11102,156831,20151026,100,0
11102,156831,20151027,130,0
11102,156831,20151028,121,0
11102,156831,20151029,111,0
11102,156831,20151030,116,0
11102,156831,20151031,123,0
11102,156831,20151101,101,0
11102,156831,20151102,73,0
11102,156831,20151103,76,0
11102,156831,20151104,105,0
11102,156831,20151105,109,0
11102,156831,20151106,133,0
11102,156831,20151107,116,0
11102,156831,20151108,111,0
11102,156831,20151109,119,0
11102,156831,20151110,141,0
11102,156831,20151111,136,0
11102,156831,20151112,111,0
11102,156831,20151113,86,0
11102,156831,20151114,104,0
11102,156831,20151115,109,0
11102,156831,20151116,100,0
11102,156831,20151117,113,0
11102,156831,20151118,111,0
11102,156831,20151119,107,0
11102,156831,20151120,76,0
11102,156831,20151121,40,0
11102,156831,20151122,32,0
11102,156831,20151123,38,0
11102,156831,20151124,63,0
11102,156831,20151125,90,0
11102,156831,20151126,100,0
11102,156831,20151127,106,0
11102,156831,20151128,72,0
11102,156831,20151129,90,0
11102,156831,20151130,83,0
11102,156831,20151201,67,0
11102,156831,20151202,103,0
11102,156831,20151203,93,0
11102,156831,20151204,96,0
11102,156831,20151205,108,0
11102,156831,20151206,106,0
11102,156831,20151207,87,0
11102,156831,20151208,106,0
11102,156831,20151209,83,0
11102,156831,20151210,85,0
11102,156831,20151211,74,0
11102,156831,20151212,75,0
11102,156831,20151213,30,0
11102,156831,20151214,48,0
11102,156831,20151215,103,0
11102,156831,20151216,113,0
11102,156831,20151217,110,0
11102,156831,20151218,120,0
11102,156831,20151219,129,0
11102,156831,20151220,104,0
11102,156831,20151221,98,0
11102,156831,20151222,94,0
11102,156831,20151223,92,0
11102,156831,20151224,85,0
11102,156831,20151225,88,0
11102,156831,20151226,94,0
11102,156831,20151227,88,0
11102,156831,20151228,84,0
11102,156831,20151229,100,0
11102,156831,20151230,102,0
11102,156831,20151231,67,0
11102,156831,20160101,46,0
11102,156831,20160102,58,0
11102,156831,20160103,68,0
11102,156831,20160104,68,0
11102,156831,20160105,73,0
11102,156831,20160106,56,0
11102,156831,20160107,65,0
11102,156831,20160108,58,0
11102,156831,20160109,56,0
11102,156831,20160110,56,0
11102,156831,20160111,36,0
11102,156831,20160112,32,0
11102,156831,20160113,58,0
11102,156831,20160114,38,0
11102,156831,20160115,44,0
11102,156831,20160116,-8,0
11102,156831,20160117,4,0
11102,156831,20160118,28,0
11102,156831,20160119,42,0
11102,156831,20160120,28,0
11102,156831,20160121,28,0
11102,156831,20160122,60,0
11102,156831,20160123,84,0
11102,156831,20160124,98,0
11102,156831,20160125,110,0
11102,156831,20160126,94,0
11102,156831,20160127,100,0
11102,156831,20160128,80,0
11102,156831,20160129,92,0
11102,156831,20160130,54,0
11102,156831,20160131,66,0
11102,156831,20160201,77,0
11102,156831,20160202,62,0
11102,156831,20160203,60,0
11102,156831,20160204,74,0
11102,156831,20160205,90,0
11102,156831,20160206,65,0
11102,156831,20160207,61,0
11102,156831,20160208,64,0
11102,156831,20160209,59,0
11102,156831,20160210,60,0
11102,156831,20160211,33,0
11102,156831,20160212,42,0
11102,156831,20160213,39,0
11102,156831,20160214,31,0
11102,156831,20160215,32,0
11102,156831,20160216,11,0
11102,156831,20160217,33,0
11102,156831,20160218,26,0
11102,156831,20160219,47,0
11102,156831,20160220,60,0
11102,156831,20160221,86,0
11102,156831,20160222,64,0
11102,156831,20160223,40,0
11102,156831,20160224,16,0
11102,156831,20160225,6,0
11102,156831,20160226,38,0
11102,156831,20160227,40,0
11102,156831,20160228,40,0
11102,156831,20160229,29,0
11102,156831,20160301,58,0
11102,156831,20160302,45,0
11102,156831,20160303,48,0
11102,156831,20160304,33,0
11102,156831,20160305,42,0
11102,156831,20160306,27,0
11102,156831,20160307,22,0
11102,156831,20160308,24,0
11102,156831,20160309,62,0
11102,156831,20160310,40,0
11102,156831,20160311,50,0
11102,156831,20160312,66,0
11102,156831,20160313,100,0
11102,156831,20160314,66,0
11102,156831,20160315,80,0
11102,156831,20160316,76,0
11102,156831,20160317,48,0
11102,156831,20160318,52,0
11102,156831,20160319,64,0
11102,156831,20160320,70,0
11102,156831,20160321,62,0
11102,156831,20160322,82,0
11102,156831,20160323,74,0
11102,156831,20160324,62,0
11102,156831,20160325,90,0
11102,156831,20160326,100,0
11102,156831,20160327,72,0
11102,156831,20160328,63,0
11102,156831,20160329,68,0
11102,156831,20160330,61,0
11102,156831,20160331,60,0
11102,156831,20160401,46,0
11102,156831,20160402,82,0
11102,156831,20160403,97,0
11102,156831,20160404,90,0
11102,156831,20160405,88,0
11102,156831,20160406,78,0
11102,156831,20160407,79,0
11102,156831,20160408,65,0
11102,156831,20160409,66,0
11102,156831,20160410,60,0
11102,156831,20160411,110,0
11102,156831,20160412,84,0
11102,156831,20160413,64,0
11102,156831,20160414,87,0
11102,156831,20160415,66,0
11102,156831,20160416,56,0
11102,156831,20160417,42,0
11102,156831,20160418,92,0
11102,156831,20160419,82,0
11102,156831,20160420,86,0
11102,156831,20160421,106,0
11102,156831,20160422,88,0
11102,156831,20160423,60,0
11102,156831,20160424,70,0
11102,156831,20160425,86,0
11102,156831,20160426,70,0
11102,156831,20160427,42,0
11102,156831,20160428,40,0
11102,156831,20160429,46,0
11102,156831,20160430,70,0
11102,156831,20160501,83,0
11102,156831,20160502,100,0
11102,156831,20160503,97,0
11102,156831,20160504,94,0
11102,156831,20160505,114,0
11102,156831,20160506,124,0
11102,156831,20160507,158,0
11102,156831,20160508,180,0
11102,156831,20160509,199,0
11102,156831,20160510,162,0
11102,156831,20160511,167,0
11102,156831,20160512,176,0
11102,156831,20160513,123,0
11102,156831,20160514,72,0
11102,156831,20160515,99,0
11102,156831,20160516,107,0
11102,156831,20160517,100,0
11102,156831,20160518,120,0
11102,156831,20160519,123,0
11102,156831,20160520,132,0
11102,156831,20160521,137,0
11102,156831,20160522,124,0
11102,156831,20160523,123,0
11102,156831,20160524,124,0
11102,156831,20160525,94,0
11102,156831,20160526,116,0
11102,156831,20160527,138,0
11102,156831,20160528,133,0
11102,156831,20160529,127,0
11102,156831,20160530,137,0
11102,156831,20160531,154,0
11102,156831,20160601,153,0
11102,156831,20160602,115,0
11102,156831,20160603,118,0
11102,156831,20160604,168,0
11102,156831,20160605,177,0
11102,156831,20160606,184,0
11102,156831,20160607,173,0
11102,156831,20160608,162,0
11102,156831,20160609,178,0
11102,156831,20160610,178,0
11102,156831,20160611,173,0
11102,156831,20160612,169,0
11102,156831,20160613,147,0
11102,156831,20160614,156,0
11102,156831,20160615,148,0
11102,156831,20160616,157,0
11102,156831,20160617,144,0
11102,156831,20160618,142,0
11102,156831,20160619,151,0
11102,156831,20160620,159,0
11102,156831,20160621,161,0
11102,156831,20160622,171,0
11102,156831,20160623,141,0
11102,156831,20160624,153,0
11102,156831,20160625,148,0
11102,156831,20160626,151,0
11102,156831,20160627,150,0
11102,156831,20160628,136,0
11102,156831,20160629,139,0
11102,156831,20160630,144,0
11102,156831,20160701,148,0
11102,156831,20160702,138,0
11102,156831,20160703,152,0
11102,156831,20160704,154,0
11102,156831,20160705,150,0
11102,156831,20160706,142,0
11102,156831,20160707,163,0
11102,156831,20160708,168,0
11102,156831,20160709,176,0
11102,156831,20160710,178,0
11102,156831,20160711,156,0
11102,156831,20160712,154,0
11102,156831,20160713,148,0
11102,156831,20160714,152,0
11102,156831,20160715,162,0
11102,156831,20160716,164,0
11102,156831,20160717,163,0
11102,156831,20160718,195,0
11102,156831,20160719,237,0
11102,156831,20160720,200,0
11102,156831,20160721,176,0
11102,156831,20160722,178,0
11102,156831,20160723,172,0
11102,156831,20160724,180,0
11102,156831,20160725,168,0
11102,156831,20160726,164,0
11102,156831,20160727,166,0
11102,156831,20160728,164,0
11102,156831,20160729,168,0
11102,156831,20160730,160,0
11102,156831,20160731,158,0
11102,156831,20160801,148,0
11102,156831,20160802,170,0
11102,156831,20160803,178,0
11102,156831,20160804,168,0
11102,156831,20160805,163,0
11102,156831,20160806,160,0
11102,156831,20160807,180,0
11102,156831,20160808,152,0
11102,156831,20160809,152,0
11102,156831,20160810,148,0
11102,156831,20160811,159,0
11102,156831,20160812,170,0
11102,156831,20160813,162,0
11102,156831,20160814,166,0
11102,156831,20160815,152,0
11102,156831,20160816,176,0
11102,156831,20160817,172,0
11102,156831,20160818,191,0
11102,156831,20160819,166,0
11102,156831,20160820,158,0
11102,156831,20160821,168,0
11102,156831,20160822,174,0
11102,156831,20160823,186,0
11102,156831,20160824,176,0
11102,156831,20160825,168,0
11102,156831,20160826,172,0
11102,156831,20160827,159,0
11102,156831,20160828,166,0
11102,156831,20160829,162,0
11102,156831,20160830,171,0
11102,156831,20160831,168,0
11102,156831,20160901,159,0
11102,156831,20160902,166,0
11102,156831,20160903,152,0
11102,156831,20160904,156,0
11102,156831,20160905,180,0
11102,156831,20160906,182,0
11102,156831,20160907,213,0
11102,156831,20160908,168,0
11102,156831,20160909,172,0
11102,156831,20160910,156,0
11102,156831,20160911,166,0
11102,156831,20160912,182,0
11102,156831,20160913,190,0
11102,156831,20160914,205,0
11102,156831,20160915,176,0
11102,156831,20160916,158,0
11102,156831,20160917,142,0
11102,156831,20160918,126,0
11102,156831,20160919,148,0
11102,156831,20160920,131,0
11102,156831,20160921,140,0
11102,156831,20160922,142,0
11102,156831,20160923,154,0
11102,156831,20160924,152,0
11102,156831,20160925,148,0
11102,156831,20160926,123,0
11102,156831,20160927,146,0
11102,156831,20160928,168,0
11102,156831,20160929,150,0
11102,156831,20160930,132,0
11102,156831,20161001,119,0
11102,156831,20161002,103,0
11102,156831,20161003,104,0
11102,156831,20161004,124,0
11102,156831,20161005,147,0
11102,156831,20161006,116,0
11102,156831,20161007,118,0
11102,156831,20161008,131,0
11102,156831,20161009,108,0
11102,156831,20161010,102,0
11102,156831,20161011,94,0
11102,156831,20161012,117,0
11102,156831,20161013,102,0
11102,156831,20161014,108,0
11102,156831,20161015,105,0
11102,156831,20161016,116,0
11102,156831,20161017,123,0
11102,156831,20161018,102,0
11102,156831,20161019,113,0
11102,156831,20161020,112,0
11102,156831,20161021,90,0
11102,156831,20161022,84,0
11102,156831,20161023,88,0
11102,156831,20161024,77,0
11102,156831,20161025,86,0
11102,156831,20161026,112,0
11102,156831,20161027,130,0
11102,156831,20161028,124,0
11102,156831,20161029,126,0
11102,156831,20161030,120,0
11102,156831,20161031,107,0
11102,156831,20161101,96,0
11102,156831,20161102,77,0
11102,156831,20161103,66,0
11102,156831,20161104,86,0
11102,156831,20161105,64,0
11102,156831,20161106,64,0
11102,156831,20161107,52,0
11102,156831,20161108,-2,0
11102,156831,20161109,49,0
11102,156831,20161110,56,0
11102,156831,20161111,36,0
11102,156831,20161112,62,0
11102,156831,20161113,88,0
11102,156831,20161114,96,0
11102,156831,20161115,113,0
11102,156831,20161116,83,0
11102,156831,20161117,75,0
11102,156831,20161118,52,0
11102,156831,20161119,55,0
11102,156831,20161120,38,0
11102,156831,20161121,22,0
11102,156831,20161122,56,0
11102,156831,20161123,66,0
11102,156831,20161124,40,0
11102,156831,20161125,36,0
11102,156831,20161126,19,0
11102,156831,20161127,28,0
11102,156831,20161128,61,0
11102,156831,20161129,18,0
11102,156831,20161130,33,0
11102,156831,20161201,84,0
11102,156831,20161202,76,0
11102,156831,20161203,40,0
11102,156831,20161204,31,0
11102,156831,20161205,22,0
11102,156831,20161206,49,0
11102,156831,20161207,96,0
11102,156831,20161208,108,0
11102,156831,20161209,84,0
11102,156831,20161210,92,0
11102,156831,20161211,85,0
11102,156831,20161212,46,0
11102,156831,20161213,78,0
11102,156831,20161214,90,0
11102,156831,20161215,88,0
11102,156831,20161216,88,0
11102,156831,20161217,34,0
11102,156831,20161218,42,0
11102,156831,20161219,63,0
11102,156831,20161220,68,0
11102,156831,20161221,64,0
11102,156831,20161222,64,0
11102,156831,20161223,78,0
11102,156831,20161224,87,0
11102,156831,20161225,99,0
11102,156831,20161226,70,0
11102,156831,20161227,50,0
11102,156831,20161228,10,0
11102,156831,20161229,17,0
11102,156831,20161230,39,0
11102,156831,20161231,74,0
11102,156831,20170101,48,0
11102,156831,20170102,39,0
11102,156831,20170103,51,0
11102,156831,20170104,68,0
11102,156831,20170105,-11,0
11102,156831,20170106,19,0
11102,156831,20170107,59,0
11102,156831,20170108,76,0
11102,156831,20170109,76,0
11102,156831,20170110,78,0
11102,156831,20170111,76,0
11102,156831,20170112,45,0
11102,156831,20170113,36,0
11102,156831,20170114,52,0
11102,156831,20170115,65,0
11102,156831,20170116,84,0
11102,156831,20170117,75,0
11102,156831,20170118,72,0
11102,156831,20170119,70,0
11102,156831,20170120,65,0
11102,156831,20170121,18,0
11102,156831,20170122,14,0
11102,156831,20170123,12,0
11102,156831,20170124,30,0
11102,156831,20170125,47,0
11102,156831,20170126,3,0
11102,156831,20170127,6,0
11102,156831,20170128,31,0
11102,156831,20170129,34,0
11102,156831,20170130,48,0
11102,156831,20170131,75,0
11102,156831,20170201,90,0
11102,156831,20170202,99,0
11102,156831,20170203,72,0
11102,156831,20170204,58,0
11102,156831,20170205,45,0
11102,156831,20170206,22,0
11102,156831,20170207,45,0
11102,156831,20170208,44,0
11102,156831,20170209,6,0
11102,156831,20170210,31,0
11102,156831,20170211,34,0
11102,156831,20170212,40,0
11102,156831,20170213,61,0
11102,156831,20170214,45,0
11102,156831,20170215,68,0
11102,156831,20170216,77,0
11102,156831,20170217,88,0
11102,156831,20170218,91,0
11102,156831,20170219,81,0
11102,156831,20170220,86,0
11102,156831,20170221,65,0
11102,156831,20170222,84,0
11102,156831,20170223,63,0
11102,156831,20170224,60,0
11102,156831,20170225,75,0
11102,156831,20170226,84,0
11102,156831,20170227,52,0
11102,156831,20170228,29,0
11102,156831,20170301,42,0
11102,156831,20170302,59,0
11102,156831,20170303,64,0
11102,156831,20170304,80,0
11102,156831,20170305,57,0
11102,156831,20170306,67,0
11102,156831,20170307,58,0
11102,156831,20170308,85,0
11102,156831,20170309,82,0
11102,156831,20170310,81,0
11102,156831,20170311,99,0
11102,156831,20170312,83,0
11102,156831,20170313,77,0
11102,156831,20170314,96,0
11102,156831,20170315,88,0
11102,156831,20170316,78,0
11102,156831,20170317,81,0
11102,156831,20170318,88,0
11102,156831,20170319,104,0
11102,156831,20170320,89,0
11102,156831,20170321,65,0
11102,156831,20170322,51,0
11102,156831,20170323,75,0
11102,156831,20170324,77,0
11102,156831,20170325,60,0
11102,156831,20170326,95,0
11102,156831,20170327,81,0
11102,156831,20170328,78,0
11102,156831,20170329,102,0
11102,156831,20170330,130,0
11102,156831,20170331,128,0
11102,156831,20170401,99,0
11102,156831,20170402,94,0
11102,156831,20170403,84,0
11102,156831,20170404,99,0
11102,156831,20170405,96,0
11102,156831,20170406,81,0
11102,156831,20170407,95,0
11102,156831,20170408,82,0
11102,156831,20170409,99,0
11102,156831,20170410,95,0
11102,156831,20170411,93,0
11102,156831,20170412,100,0
11102,156831,20170413,93,0
11102,156831,20170414,98,0
11102,156831,20170415,91,0
11102,156831,20170416,97,0
11102,156831,20170417,83,0
11102,156831,20170418,53,0
11102,156831,20170419,80,0
11102,156831,20170420,103,0
11102,156831,20170421,116,0
11102,156831,20170422,89,0
11102,156831,20170423,87,0
11102,156831,20170424,98,0
11102,156831,20170425,56,0
11102,156831,20170426,60,0
11102,156831,20170427,87,0
11102,156831,20170428,83,0
11102,156831,20170429,108,0
11102,156831,20170430,122,0
11102,156831,20170501,134,0
11102,156831,20170502,113,0
11102,156831,20170503,109,0
11102,156831,20170504,123,0
11102,156831,20170505,109,0
11102,156831,20170506,104,0
11102,156831,20170507,96,0
11102,156831,20170508,98,0
11102,156831,20170509,70,0
11102,156831,20170510,81,0
11102,156831,20170511,132,0
11102,156831,20170512,127,0
11102,156831,20170513,139,0
11102,156831,20170514,132,0
11102,156831,20170515,122,0
11102,156831,20170516,147,0
11102,156831,20170517,114,0
11102,156831,20170518,115,0
11102,156831,20170519,106,0
11102,156831,20170520,92,0
11102,156831,20170521,132,0
11102,156831,20170522,165,0
11102,156831,20170523,146,0
11102,156831,20170524,165,0
11102,156831,20170525,192,0
11102,156831,20170526,222,0
11102,156831,20170527,199,0
11102,156831,20170528,143,0
11102,156831,20170529,147,0
11102,156831,20170530,147,0
11102,156831,20170531,138,0
11102,156831,20170601,174,0
11102,156831,20170602,146,0
11102,156831,20170603,125,0
11102,156831,20170604,142,0
11102,156831,20170605,126,0
11102,156831,20170606,124,0
11102,156831,20170607,138,0
11102,156831,20170608,148,0
11102,156831,20170609,148,0
11102,156831,20170610,155,0
11102,156831,20170611,156,0
11102,156831,20170612,148,0
11102,156831,20170613,159,0
11102,156831,20170614,169,0
11102,156831,20170615,161,0
11102,156831,20170616,159,0
11102,156831,20170617,179,0
11102,156831,20170618,162,0
11102,156831,20170619,176,0
11102,156831,20170620,201,0
11102,156831,20170621,217,0
11102,156831,20170622,165,0
11102,156831,20170623,158,0
11102,156831,20170624,162,0
11102,156831,20170625,144,0
11102,156831,20170626,151,0
11102,156831,20170627,152,0
11102,156831,20170628,126,0
11102,156831,20170629,126,0
11102,156831,20170630,156,0
11102,156831,20170701,152,0
11102,156831,20170702,151,0
11102,156831,20170703,158,0
11102,156831,20170704,144,0
11102,156831,20170705,171,0
11102,156831,20170706,189,0
11102,156831,20170707,168,0
11102,156831,20170708,151,0
11102,156831,20170709,151,0
11102,156831,20170710,158,0
11102,156831,20170711,147,0
11102,156831,20170712,143,0
11102,156831,20170713,152,0
11102,156831,20170714,155,0
11102,156831,20170715,172,0
11102,156831,20170716,165,0
11102,156831,20170717,179,0
11102,156831,20170718,184,0
11102,156831,20170719,205,0
11102,156831,20170720,151,0
11102,156831,20170721,164,0
11102,156831,20170722,154,0
11102,156831,20170723,158,0
11102,156831,20170724,175,0
11102,156831,20170725,164,0
11102,156831,20170726,161,0
11102,156831,20170727,152,0
11102,156831,20170728,161,0
11102,156831,20170729,169,0
11102,156831,20170730,168,0
11102,156831,20170731,158,0
11102,156831,20170801,157,0
11102,156831,20170802,176,0
11102,156831,20170803,170,0
11102,156831,20170804,164,0
11102,156831,20170805,157,0
11102,156831,20170806,161,0
11102,156831,20170807,154,0
11102,156831,20170808,132,0
11102,156831,20170809,162,0
11102,156831,20170810,130,0
11102,156831,20170811,150,0
11102,156831,20170812,166,0
11102,156831,20170813,142,0
11102,156831,20170814,159,0
11102,156831,20170815,162,0
11102,156831,20170816,153,0
11102,156831,20170817,177,0
11102,156831,20170818,155,0
11102,156831,20170819,152,0
11102,156831,20170820,156,0
11102,156831,20170821,148,0
11102,156831,20170822,194,0
11102,156831,20170823,174,0
11102,156831,20170824,166,0
11102,156831,20170825,173,0
11102,156831,20170826,167,0
11102,156831,20170827,159,0
11102,156831,20170828,168,0
11102,156831,20170829,153,0
11102,156831,20170830,152,0
11102,156831,20170831,132,0
11102,156831,20170901,127,0
11102,156831,20170902,132,0
11102,156831,20170903,135,0
11102,156831,20170904,174,0
11102,156831,20170905,153,0
11102,156831,20170906,142,0
11102,156831,20170907,152,0
11102,156831,20170908,147,0
11102,156831,20170909,146,0
11102,156831,20170910,146,0
11102,156831,20170911,136,0
11102,156831,20170912,141,0
11102,156831,20170913,126,0
11102,156831,20170914,129,0
11102,156831,20170915,136,0
11102,156831,20170916,113,0
11102,156831,20170917,124,0
11102,156831,20170918,124,0
11102,156831,20170919,98,0
11102,156831,20170920,148,0
11102,156831,20170921,147,0
11102,156831,20170922,99,0
11102,156831,20170923,146,0
11102,156831,20170924,153,0
11102,156831,20170925,148,0
11102,156831,20170926,142,0
11102,156831,20170927,144,0
11102,156831,20170928,146,0
11102,156831,20170929,149,0
11102,156831,20170930,116,0
11102,156831,20171001,142,0
11102,156831,20171002,138,0
11102,156831,20171003,128,0
11102,156831,20171004,134,0
11102,156831,20171005,123,0
11102,156831,20171006,119,0
11102,156831,20171007,123,0
11102,156831,20171008,136,0
11102,156831,20171009,137,0
11102,156831,20171010,139,0
11102,156831,20171011,143,0
11102,156831,20171012,142,0
11102,156831,20171013,152,0
11102,156831,20171014,162,0
11102,156831,20171015,139,0
11102,156831,20171016,168,0
11102,156831,20171017,132,0
11102,156831,20171018,95,0
11102,156831,20171019,121,0
11102,156831,20171020,122,0
11102,156831,20171021,117,0
11102,156831,20171022,116,0
11102,156831,20171023,126,0
11102,156831,20171024,134,0
11102,156831,20171025,132,0
11102,156831,20171026,128,0
11102,156831,20171027,83,0
11102,156831,20171028,112,0
11102,156831,20171029,111,0
11102,156831,20171030,62,0
11102,156831,20171031,78,0
11102,156831,20171101,103,0
11102,156831,20171102,120,0
11102,156831,20171103,99,0
11102,156831,20171104,103,0
11102,156831,20171105,82,0
11102,156831,20171106,61,0
11102,156831,20171107,79,0
11102,156831,20171108,55,0
11102,156831,20171109,69,0
11102,156831,20171110,88,0
11102,156831,20171111,78,0
11102,156831,20171112,66,0
11102,156831,20171113,52,0
11102,156831,20171114,72,0
11102,156831,20171115,96,0
11102,156831,20171116,96,0
11102,156831,20171117,86,0
11102,156831,20171118,91,0
11102,156831,20171119,62,0
11102,156831,20171120,72,0
11102,156831,20171121,120,0
11102,156831,20171122,121,0
11102,156831,20171123,77,0
11102,156831,20171124,62,0
11102,156831,20171125,50,0
11102,156831,20171126,68,0
11102,156831,20171127,74,0
11102,156831,20171128,52,0
11102,156831,20171129,52,0
11102,156831,20171130,33,0
11102,156831,20171201,46,0
11102,156831,20171202,63,0
11102,156831,20171203,87,0
11102,156831,20171204,81,0
11102,156831,20171205,88,0
11102,156831,20171206,98,0
11102,156831,20171207,82,0
11102,156831,20171208,35,0
11102,156831,20171209,40,0
11102,156831,20171210,8,0
11102,156831,20171211,-16,0
11102,156831,20171212,10,0
11102,156831,20171213,19,0
11102,156831,20171214,52,0
11102,156831,20171215,44,0
11102,156831,20171216,40,0
11102,156831,20171217,30,0
11102,156831,20171218,35,0
11102,156831,20171219,47,0
11102,156831,20171220,72,0
11102,156831,20171221,82,0
11102,156831,20171222,78,0
11102,156831,20171223,81,0
11102,156831,20171224,89,0
11102,156831,20171225,102,0
11102,156831,20171226,52,0
11102,156831,20171227,36,0
11102,156831,20171228,40,0
11102,156831,20171229,35,0
11102,156831,20171230,62,0
11102,156831,20171231,75,0
11102,156831,20180101,63,0
11102,156831,20180102,65,0
11102,156831,20180103,64,0
11102,156831,20180104,71,0
11102,156831,20180105,43,0
11102,156831,20180106,35,0
11102,156831,20180107,21,0
11102,156831,20180108,9,0
11102,156831,20180109,29,0
11102,156831,20180110,55,0
11102,156831,20180111,9,0
11102,156831,20180112,31,0
11102,156831,20180113,48,0
11102,156831,20180114,52,0
11102,156831,20180115,50,0
11102,156831,20180116,42,0
11102,156831,20180117,53,0
11102,156831,20180118,44,0
11102,156831,20180119,42,0
11102,156831,20180120,29,0
11102,156831,20180121,35,0
11102,156831,20180122,53,0
11102,156831,20180123,87,0
11102,156831,20180124,77,0
11102,156831,20180125,62,0
11102,156831,20180126,43,0
11102,156831,20180127,60,0
11102,156831,20180128,84,0
11102,156831,20180129,76,0
11102,156831,20180130,53,0
11102,156831,20180131,50,0
11102,156831,20180201,48,0
11102,156831,20180202,58,0
11102,156831,20180203,36,0
11102,156831,20180204,28,0
11102,156831,20180205,20,0
11102,156831,20180206,18,0
11102,156831,20180207,0,0
11102,156831,20180208,29,0
11102,156831,20180209,45,0
11102,156831,20180210,48,0
11102,156831,20180211,40,0
11102,156831,20180212,37,0
11102,156831,20180213,37,0
11102,156831,20180214,25,0
11102,156831,20180215,45,0
11102,156831,20180216,52,0
11102,156831,20180217,60,0
11102,156831,20180218,48,0
11102,156831,20180219,64,0
11102,156831,20180220,65,0
11102,156831,20180221,52,0
11102,156831,20180222,25,0
11102,156831,20180223,11,0
11102,156831,20180224,16,0
11102,156831,20180225,20,0
11102,156831,20180226,0,0
11102,156831,20180227,1,0
11102,156831,20180228,-24,0
11102,156831,20180301,-24,0
11102,156831,20180302,-1,0
11102,156831,20180303,8,0
11102,156831,20180304,25,0
11102,156831,20180305,44,0
11102,156831,20180306,49,0
11102,156831,20180307,43,0
11102,156831,20180308,35,0
11102,156831,20180309,45,0
11102,156831,20180310,88,0
11102,156831,20180311,65,0
11102,156831,20180312,60,0
11102,156831,20180313,55,0
11102,156831,20180314,55,0
11102,156831,20180315,87,0
11102,156831,20180316,84,0
11102,156831,20180317,22,0
11102,156831,20180318,9,0
11102,156831,20180319,41,0
11102,156831,20180320,45,0
11102,156831,20180321,41,0
11102,156831,20180322,68,0
11102,156831,20180323,68,0
11102,156831,20180324,70,0
11102,156831,20180325,36,0
11102,156831,20180326,54,0
11102,156831,20180327,72,0
11102,156831,20180328,63,0
11102,156831,20180329,45,0
11102,156831,20180330,65,0
11102,156831,20180331,65,0
11102,156831,20180401,47,0
11102,156831,20180402,59,0
11102,156831,20180403,74,0
11102,156831,20180404,92,0
11102,156831,20180405,62,0
11102,156831,20180406,102,0
11102,156831,20180407,83,0
11102,156831,20180408,66,0
11102,156831,20180409,75,0
11102,156831,20180410,79,0
11102,156831,20180411,85,0
11102,156831,20180412,84,0
11102,156831,20180413,86,0
11102,156831,20180414,112,0
11102,156831,20180415,110,0
11102,156831,20180416,116,0
11102,156831,20180417,123,0
11102,156831,20180418,153,0
11102,156831,20180419,146,0
11102,156831,20180420,108,0
11102,156831,20180421,124,0
11102,156831,20180422,108,0
11102,156831,20180423,107,0
11102,156831,20180424,98,0
11102,156831,20180425,97,0
11102,156831,20180426,96,0
11102,156831,20180427,70,0
11102,156831,20180428,63,0
11102,156831,20180429,75,0
11102,156831,20180430,75,0
11102,156831,20180501,94,0
11102,156831,20180502,99,0
11102,156831,20180503,101,0
11102,156831,20180504,123,0
11102,156831,20180505,118,0
11102,156831,20180506,138,0
11102,156831,20180507,145,0
11102,156831,20180508,118,0
11102,156831,20180509,114,0
11102,156831,20180510,106,0
11102,156831,20180511,99,0
11102,156831,20180512,78,0
11102,156831,20180513,114,0
11102,156831,20180514,89,0
11102,156831,20180515,102,0
11102,156831,20180516,127,0
11102,156831,20180517,86,0
11102,156831,20180518,100,0
11102,156831,20180519,116,0
11102,156831,20180520,129,0
11102,156831,20180521,132,0
11102,156831,20180522,157,0
11102,156831,20180523,140,0
11102,156831,20180524,158,0
11102,156831,20180525,151,0
11102,156831,20180526,174,0
11102,156831,20180527,199,0
11102,156831,20180528,193,0
11102,156831,20180529,174,0
11102,156831,20180530,138,0
11102,156831,20180531,186,0
11102,156831,20180601,186,0
11102,156831,20180602,151,0
11102,156831,20180603,161,0
11102,156831,20180604,166,0
11102,156831,20180605,137,0
11102,156831,20180606,134,0
11102,156831,20180607,144,0
11102,156831,20180608,154,0
11102,156831,20180609,159,0
11102,156831,20180610,166,0
11102,156831,20180611,166,0
11102,156831,20180612,147,0
11102,156831,20180613,134,0
11102,156831,20180614,160,0
11102,156831,20180615,144,0
11102,156831,20180616,136,0
