,confirmados_novos,recuperados,total_testes,testes_pcr,tests_per_case_Australia,new_deaths_Canada,icu_patients_per_million_Canada,hosp_patients_Canada,icu_patients_per_million_Cyprus,new_deaths_Denmark,new_deaths_per_million_Denmark,icu_patients_Denmark,icu_patients_per_million_Denmark,hosp_patients_Denmark,hosp_patients_per_million_Denmark,new_cases_Dominican Republic,new_cases_per_million_Dominican Republic,new_tests_Dominican Republic,new_deaths_per_million_Georgia,new_deaths_Germany,new_deaths_per_million_Germany,icu_patients_Germany,icu_patients_per_million_Germany,new_deaths_Ireland,new_deaths_per_million_Ireland,icu_patients_Ireland,icu_patients_per_million_Ireland,hosp_patients_Ireland,hosp_patients_per_million_Ireland,new_tests_Ireland,new_tests_per_thousand_Ireland,new_cases_Japan,new_cases_per_million_Japan,new_tests_per_thousand_Japan,new_cases_Latvia,new_deaths_Latvia,new_cases_per_million_Latvia,new_deaths_per_million_Latvia,hosp_patients_Latvia,hosp_patients_per_million_Latvia,positive_rate_Latvia,new_deaths_Lithuania,positive_rate_Lithuania,positive_rate_Malta,new_cases_Mexico,new_deaths_Mexico,new_cases_per_million_Mexico,new_deaths_per_million_Mexico,new_tests_per_thousand_Mexico,new_cases_Monaco,new_cases_per_million_Montenegro,new_cases_Mozambique,new_cases_per_million_Mozambique,new_tests_Mozambique,new_tests_per_thousand_Mozambique,positive_rate_Mozambique,new_cases_Portugal,new_deaths_Portugal,new_cases_per_million_Portugal,new_deaths_per_million_Portugal,icu_patients_Portugal,icu_patients_per_million_Portugal,hosp_patients_Portugal,new_tests_per_thousand_Portugal,positive_rate_Portugal,new_cases_Russia,new_deaths_Russia,new_cases_per_million_Russia,new_cases_per_million_Slovakia,new_deaths_per_million_Slovakia,hosp_patients_Slovakia,hosp_patients_per_million_Slovakia,new_cases_Slovenia,new_deaths_per_million_Slovenia,icu_patients_Slovenia,icu_patients_per_million_Slovenia,hosp_patients_Slovenia,positive_rate_Slovenia,icu_patients_per_million_Spain,hosp_patients_Spain,positive_rate_Sweden,new_cases_United Arab Emirates,new_cases_per_million_United Arab Emirates,positive_rate_United Arab Emirates,new_vaccinations_United Arab Emirates,new_cases_United Kingdom,new_deaths_United Kingdom,new_cases_per_million_United Kingdom,new_deaths_per_million_United Kingdom,icu_patients_United Kingdom,icu_patients_per_million_United Kingdom,hosp_patients_United Kingdom,hosp_patients_per_million_United Kingdom,new_cases_United States,new_deaths_United States,new_cases_per_million_United States,new_deaths_per_million_United States,icu_patients_United States,icu_patients_per_million_United States,hosp_patients_United States,new_tests_United States
2020-10-17,2153.0,1853.0,23723.0,23641.0,2083.7,8.0,5.352,1027.0,2.283,2.0,0.345,16.0,2.762,110.0,18.991,475.0,43.787,3174.0,1.003,12.0,0.143,726.0,8.665,8.0,1.62,30.0,6.076,260.0,52.655,19040.0,3.856,626.0,4.95,0.078,188.0,1.0,99.671,0.53,63.0,33.4,0.027,1.0,0.039,0.046,5447.0,355.0,42.247,2.753,0.054,5.0,232.461,95.0,3.039,1310.0,0.042,0.068,2153.0,13.0,211.147,1.275,148.0,14.514,1012.0,2.327,0.066,14703.0,277.0,100.751,360.463,2.015,481.0,88.101,899.0,1.924,44.0,21.165,250.0,0.152,0.0,0.0,0.032,1538.0,155.504,0.012,0.0,16186.0,150.0,238.429,2.21,614.0,9.045,6545.0,96.412,56759.0,763.0,171.476,2.305,9516.0,28.749,34312.0,1115947.0
2020-10-18,1856.0,1081.0,15106.0,15104.0,2350.2,24.0,5.432,1010.0,2.283,1.0,0.173,17.0,2.935,119.0,20.545,422.0,38.902,3265.0,2.005,13.0,0.155,766.0,9.143,3.0,0.608,31.0,6.278,274.0,55.49,16140.0,3.269,428.0,3.384,0.041,58.0,1.0,30.75,0.53,66.0,34.991,0.027,2.0,0.04,0.047,4119.0,108.0,31.947,0.838,0.036,5.0,299.334,159.0,5.087,1380.0,0.044,0.066,1856.0,19.0,182.02,1.863,155.0,15.201,1086.0,1.481,0.07,14804.0,182.0,101.443,287.015,1.099,560.0,102.571,726.0,1.924,50.0,24.051,265.0,0.158,0.0,0.0,0.031,1215.0,122.846,0.012,0.0,16994.0,67.0,250.331,0.987,630.0,9.28,6829.0,100.595,49367.0,493.0,149.144,1.489,9725.0,29.38,35004.0,770585.0
2020-10-19,1949.0,966.0,26730.0,26422.0,2819.2,31.0,5.485,1019.0,2.283,6.0,1.036,18.0,3.108,129.0,22.271,320.0,29.499,2245.0,1.755,44.0,0.525,846.0,10.097,0.0,0.0,32.0,6.481,298.0,60.351,14391.0,2.914,310.0,2.451,0.173,44.0,0.0,23.327,0.0,74.0,39.232,0.025,2.0,0.044,0.048,3699.0,171.0,28.689,1.326,0.145,3.0,230.869,214.0,6.847,765.0,0.024,0.079,1949.0,17.0,191.14,1.667,165.0,16.182,1174.0,2.621,0.072,15843.0,166.0,108.562,157.519,0.733,560.0,102.571,537.0,0.962,56.0,26.937,291.0,0.165,39.718,12945.0,0.031,915.0,92.514,0.012,0.0,18830.0,80.0,277.377,1.178,658.0,9.693,7333.0,108.019,67717.0,479.0,204.581,1.447,10075.0,30.438,36430.0,874764.0
2020-10-20,1876.0,1932.0,34013.0,33701.0,2540.2,18.0,5.697,1078.0,2.283,2.0,0.345,15.0,2.59,128.0,22.099,306.0,28.208,3304.0,3.76,40.0,0.477,875.0,10.444,13.0,2.633,34.0,6.886,315.0,63.794,14676.0,2.972,487.0,3.851,0.122,115.0,3.0,60.969,1.59,79.0,41.883,0.027,3.0,0.047,0.05,5788.0,555.0,44.892,4.305,0.15,3.0,210.17,110.0,3.519,1155.0,0.037,0.097,1876.0,15.0,183.981,1.471,176.0,17.26,1237.0,3.336,0.075,16108.0,268.0,110.378,129.129,1.099,622.0,113.927,794.0,0.962,55.0,26.456,313.0,0.185,40.873,13288.0,0.037,1077.0,108.893,0.012,0.0,21365.0,241.0,314.719,3.55,698.0,10.282,7852.0,115.664,61956.0,924.0,187.177,2.792,10214.0,30.858,37397.0,1276322.0
2020-10-21,2535.0,1340.0,34052.0,33473.0,2658.5,37.0,5.591,1063.0,2.283,2.0,0.345,16.0,2.762,122.0,21.063,425.0,39.178,3695.0,3.509,29.0,0.346,940.0,11.219,3.0,0.608,35.0,7.088,324.0,65.616,16779.0,3.398,620.0,4.902,0.175,188.0,0.0,99.671,0.0,75.0,39.762,0.029,3.0,0.049,0.051,6845.0,522.0,53.09,4.049,0.144,2.0,281.819,141.0,4.511,976.0,0.031,0.102,2535.0,16.0,248.61,1.569,187.0,18.339,1272.0,3.34,0.076,15444.0,313.0,105.828,403.323,0.0,668.0,122.352,1509.0,3.848,55.0,26.456,333.0,0.207,41.279,13698.0,0.038,1538.0,155.504,0.012,0.0,26707.0,191.0,393.41,2.814,712.0,10.488,8132.0,119.789,63301.0,1120.0,191.24,3.384,10452.0,31.577,38140.0,1478966.0
2020-10-22,3270.0,1293.0,32865.0,32495.0,2578.2,31.0,6.067,1075.0,2.283,4.0,0.691,17.0,2.935,124.0,21.408,475.0,43.787,3772.0,1.504,49.0,0.585,1025.0,12.234,3.0,0.608,37.0,7.493,310.0,62.781,17834.0,3.612,619.0,4.894,0.185,161.0,2.0,85.357,1.06,98.0,51.956,0.03,4.0,0.051,0.051,6612.0,0.0,51.283,0.0,0.143,8.0,302.518,228.0,7.295,5923.0,0.19,0.075,3270.0,16.0,320.692,1.569,200.0,19.614,1365.0,3.223,0.082,15704.0,286.0,107.61,316.504,3.114,674.0,123.451,1664.0,5.291,62.0,29.823,356.0,0.221,42.049,14160.0,0.041,1578.0,159.549,0.012,0.0,21257.0,189.0,313.128,2.784,708.0,10.429,8310.0,122.411,76310.0,914.0,230.542,2.761,10649.0,32.172,38836.0,1531802.0
2020-10-23,2899.0,1349.0,33704.0,33180.0,2282.7,27.0,6.041,1080.0,2.283,3.0,0.518,18.0,3.108,125.0,21.581,0.0,0.0,5131.0,1.253,18.0,0.215,1116.0,13.32,7.0,1.418,38.0,7.696,311.0,62.984,17712.0,3.587,734.0,5.803,0.181,250.0,1.0,132.541,0.53,103.0,54.607,0.032,3.0,0.055,0.051,6604.0,897.0,51.22,6.957,0.14,14.0,281.819,189.0,6.047,1417.0,0.045,0.088,2899.0,31.0,284.307,3.04,198.0,19.418,1418.0,3.305,0.083,17077.0,281.0,117.018,472.742,3.48,765.0,140.119,1661.0,1.443,65.0,31.266,394.0,0.241,43.439,14539.0,0.045,1563.0,158.032,0.012,0.0,20559.0,224.0,302.846,3.3,744.0,10.96,8885.0,130.881,81933.0,965.0,247.53,2.915,10707.0,32.347,39066.0,1464930.0
2020-10-24,3669.0,1962.0,25879.0,25812.0,2141.8,22.0,6.041,1123.0,2.283,3.0,0.518,17.0,2.935,120.0,20.718,1145.0,105.55,4337.0,2.507,57.0,0.68,1193.0,14.239,4.0,0.81,37.0,7.493,312.0,63.186,17906.0,3.626,731.0,5.78,0.104,259.0,4.0,137.313,2.121,119.0,63.09,0.034,1.0,0.061,0.044,6025.0,431.0,46.73,3.343,0.058,1.0,307.295,147.0,4.703,1274.0,0.041,0.092,3669.0,21.0,359.822,2.059,221.0,21.674,1455.0,2.538,0.089,16260.0,294.0,111.42,529.339,4.579,891.0,163.197,1967.0,10.101,66.0,31.747,449.0,0.253,0.0,0.0,0.045,1491.0,150.752,0.012,0.0,23033.0,174.0,339.289,2.563,788.0,11.608,9260.0,136.405,82767.0,951.0,250.049,2.873,10709.0,32.353,39333.0,1179648.0
2020-10-25,2577.0,1035.0,17454.0,17385.0,2061.9,31.0,6.173,1123.0,2.283,2.0,0.345,18.0,3.108,127.0,21.926,509.0,46.922,2775.0,2.005,27.0,0.322,1286.0,15.349,0.0,0.0,39.0,7.898,319.0,64.604,15772.0,3.194,496.0,3.922,0.043,211.0,2.0,111.865,1.06,138.0,73.163,0.037,6.0,0.066,0.043,4360.0,181.0,33.816,1.404,0.039,10.0,267.49,91.0,2.911,1996.0,0.064,0.083,2577.0,19.0,252.729,1.863,230.0,22.556,1574.0,1.712,0.092,16392.0,228.0,112.324,557.179,0.0,973.0,178.217,1676.0,2.405,73.0,35.114,508.0,0.261,0.0,0.0,0.044,1359.0,137.406,0.012,0.0,19797.0,151.0,291.621,2.224,828.0,12.197,9784.0,144.124,62204.0,462.0,187.926,1.396,10851.0,32.782,39978.0,793399.0
2020-10-26,2447.0,1079.0,28250.0,27777.0,1967.6,38.0,6.173,1140.0,2.283,6.0,1.036,17.0,2.935,145.0,25.034,316.0,29.13,1755.0,3.509,29.0,0.346,1352.0,16.137,3.0,0.608,38.0,7.696,344.0,69.667,14264.0,2.889,408.0,3.226,0.179,79.0,4.0,41.883,2.121,151.0,80.055,0.038,2.0,0.069,0.041,4166.0,247.0,32.311,1.916,0.157,4.0,178.326,175.0,5.599,1215.0,0.039,0.077,2447.0,27.0,239.979,2.648,240.0,23.537,1672.0,2.771,0.093,17148.0,217.0,117.505,240.309,1.099,1025.0,187.741,1130.0,5.291,82.0,39.443,523.0,0.269,46.263,16008.0,0.043,1111.0,112.331,0.012,0.0,20900.0,102.0,307.869,1.503,853.0,12.565,10106.0,148.867,67310.0,533.0,203.352,1.61,11108.0,33.559,41323.0,953089.0
2020-10-27,3299.0,2388.0,36108.0,35649.0,2421.0,25.0,6.094,1157.0,3.425,1.0,0.173,19.0,3.28,137.0,23.652,165.0,15.21,6061.0,5.766,30.0,0.358,1462.0,17.45,5.0,1.013,38.0,7.696,354.0,71.692,11435.0,2.316,643.0,5.084,0.203,136.0,3.0,72.103,1.59,162.0,85.887,0.038,5.0,0.074,0.039,5942.0,643.0,46.086,4.987,0.157,10.0,289.78,112.0,3.583,0.0,0.0,0.077,3299.0,28.0,323.536,2.746,253.0,24.812,1747.0,3.541,0.099,16342.0,317.0,111.982,165.029,2.015,1087.0,199.097,1523.0,6.253,88.0,42.329,560.0,0.285,49.022,16696.0,0.054,1390.0,140.54,0.013,0.0,22924.0,367.0,337.684,5.406,903.0,13.302,10935.0,161.079,76838.0,973.0,232.137,2.94,11429.0,34.528,42266.0,1339034.0
2020-10-28,3960.0,1657.0,36609.0,35970.0,2544.2,38.0,6.067,1163.0,4.567,6.0,1.036,18.0,3.108,136.0,23.48,562.0,51.807,4141.0,3.76,97.0,1.158,1563.0,18.655,6.0,1.215,40.0,8.101,327.0,66.224,11170.0,2.262,731.0,5.78,0.182,251.0,0.0,133.072,0.0,175.0,92.779,0.039,5.0,0.08,0.035,5595.0,495.0,43.395,3.839,0.149,17.0,479.252,142.0,4.543,0.0,0.0,0.076,3960.0,24.0,388.361,2.354,262.0,25.695,1794.0,3.59,0.105,15886.0,343.0,108.857,528.789,1.465,1150.0,210.636,2612.0,6.734,102.0,49.064,612.0,0.298,50.647,17073.0,0.059,1400.0,141.551,0.013,0.0,24714.0,310.0,364.051,4.566,957.0,14.097,11431.0,168.385,79426.0,1034.0,239.956,3.124,11704.0,35.359,43656.0,1502555.0
2020-10-29,4224.0,1701.0,37231.0,36653.0,2690.2,34.0,5.829,1168.0,4.567,1.0,0.173,17.0,2.935,139.0,23.998,343.0,31.619,5294.0,5.014,87.0,1.038,1689.0,20.159,6.0,1.215,43.0,8.708,330.0,66.831,15316.0,3.102,797.0,6.302,0.162,251.0,1.0,133.072,0.53,189.0,100.201,0.042,4.0,0.086,0.034,5948.0,464.0,46.133,3.599,0.143,10.0,563.639,110.0,3.519,989.0,0.032,0.103,4224.0,33.0,414.251,3.236,262.0,25.695,1794.0,3.651,0.107,17418.0,359.0,119.355,510.107,2.931,1237.0,226.572,2490.0,6.734,119.0,57.241,660.0,0.304,51.417,17520.0,0.067,1312.0,132.654,0.012,0.0,23078.0,280.0,339.952,4.125,974.0,14.348,11580.0,170.58,91019.0,1004.0,274.98,3.033,11890.0,35.921,44400.0,1483812.0
2020-10-30,4656.0,1747.0,38671.0,37784.0,3124.2,45.0,6.12,1177.0,4.567,3.0,0.518,17.0,2.935,144.0,24.861,419.0,38.625,6702.0,3.008,86.0,1.026,1832.0,21.866,6.0,1.215,42.0,8.506,327.0,66.224,13801.0,2.795,776.0,6.136,0.172,284.0,5.0,150.567,2.651,185.0,98.081,0.043,6.0,0.09,0.032,6000.0,516.0,46.536,4.002,0.124,8.0,509.504,252.0,8.063,2226.0,0.071,0.101,4656.0,40.0,456.618,3.923,275.0,26.969,1927.0,3.792,0.113,17987.0,351.0,123.254,615.974,2.198,1320.0,241.774,1798.0,11.063,128.0,61.57,703.0,0.302,53.085,18162.0,0.074,1172.0,118.499,0.011,0.0,24418.0,274.0,359.691,4.036,979.0,14.421,11785.0,173.6,99264.0,1059.0,299.889,3.199,11851.0,35.803,45078.0,1499759.0
2020-10-31,4007.0,2831.0,31628.0,31296.0,3478.8,39.0,6.12,1182.0,5.708,2.0,0.345,19.0,3.28,147.0,25.379,686.0,63.238,4024.0,5.515,92.0,1.098,1935.0,23.095,5.0,1.013,44.0,8.911,322.0,65.211,14296.0,2.895,877.0,6.934,0.09,215.0,2.0,113.986,1.06,187.0,99.141,0.041,8.0,0.096,0.031,6151.0,464.0,47.707,3.599,0.051,4.0,437.855,92.0,2.943,1012.0,0.032,0.098,4007.0,39.0,392.97,3.825,286.0,28.048,1972.0,3.102,0.111,17834.0,325.0,122.206,471.276,1.282,1360.0,249.101,1804.0,11.063,125.0,60.127,779.0,0.301,0.0,0.0,0.073,1121.0,113.342,0.011,0.0,21919.0,326.0,322.88,4.802,1003.0,14.775,12302.0,181.216,89754.0,910.0,271.158,2.749,11901.0,35.954,45104.0,1220629.0
2020-11-01,3062.0,1491.0,22620.0,22593.0,3807.2,37.0,6.147,1222.0,5.708,2.0,0.345,19.0,3.28,156.0,26.933,314.0,28.946,3373.0,7.019,30.0,0.358,2056.0,24.539,2.0,0.405,44.0,8.911,325.0,65.819,11068.0,2.241,616.0,4.87,0.049,242.0,3.0,128.3,1.59,208.0,110.275,0.043,3.0,0.099,0.03,4430.0,142.0,34.359,1.101,0.032,7.0,593.89,119.0,3.807,1479.0,0.047,0.106,3062.0,37.0,300.293,3.629,284.0,27.852,2122.0,2.218,0.111,18381.0,239.0,125.954,417.976,0.0,1376.0,252.031,1342.0,12.025,133.0,63.975,821.0,0.298,0.0,0.0,0.071,1278.0,129.216,0.011,0.0,23261.0,162.0,342.648,2.386,979.0,14.421,12217.0,179.963,104900.0,496.0,316.916,1.498,12131.0,36.649,46059.0,900106.0
2020-11-02,2506.0,1523.0,30450.0,29591.0,4061.5,32.0,5.988,1220.0,5.708,1.0,0.173,23.0,3.971,174.0,30.04,259.0,23.876,3259.0,1.755,156.0,1.862,2234.0,26.664,2.0,0.405,44.0,8.911,327.0,66.224,11074.0,2.243,488.0,3.858,0.17,132.0,3.0,69.982,1.59,222.0,117.697,0.044,4.0,0.104,0.037,3763.0,205.0,29.186,1.59,0.079,9.0,789.731,142.0,4.543,1363.0,0.044,0.101,2506.0,46.0,245.766,4.511,294.0,28.833,2255.0,2.986,0.11,18017.0,238.0,123.46,344.894,0.0,1405.0,257.343,557.0,12.025,142.0,68.304,868.0,0.299,56.679,19170.0,0.069,1234.0,124.767,0.011,0.0,18967.0,136.0,279.395,2.003,1075.0,15.835,13102.0,193.0,85211.0,574.0,257.433,1.734,12593.0,38.045,47938.0,1016609.0
2020-11-03,2596.0,3295.0,41437.0,40783.0,4182.8,58.0,6.226,1305.0,5.708,4.0,0.691,22.0,3.798,169.0,29.177,257.0,23.691,3671.0,5.014,48.0,0.573,2374.0,28.335,5.0,1.013,43.0,8.708,306.0,61.971,10500.0,2.126,878.0,6.942,0.059,171.0,2.0,90.658,1.06,236.0,125.119,0.045,11.0,0.103,0.036,5250.0,493.0,40.719,3.824,0.146,22.0,1221.217,72.0,2.304,932.0,0.03,0.1,2596.0,45.0,254.592,4.413,320.0,31.383,2349.0,4.064,0.105,18431.0,347.0,126.296,316.321,2.931,1392.0,254.962,1176.0,11.544,148.0,71.19,925.0,0.293,58.903,19943.0,0.091,1008.0,101.917,0.011,0.0,20078.0,397.0,295.761,5.848,1144.0,16.852,13747.0,202.501,127198.0,1578.0,384.281,4.767,12927.0,39.054,49061.0,1366653.0
2020-11-04,7497.0,2357.0,41800.0,40917.0,4358.7,41.0,6.253,1333.0,5.708,1.0,0.173,24.0,4.144,184.0,31.767,430.0,39.639,3727.0,4.763,232.0,2.769,2542.0,30.34,8.0,1.62,40.0,8.101,315.0,63.794,12592.0,2.55,619.0,4.894,0.173,313.0,6.0,165.942,3.181,228.0,120.878,0.045,6.0,0.111,0.037,5225.0,635.0,40.525,4.925,0.141,15.0,1391.582,81.0,2.592,1861.0,0.06,0.088,7497.0,59.0,735.237,5.786,325.0,31.873,2337.0,4.099,0.117,19483.0,385.0,133.505,589.05,4.762,1444.0,264.486,2026.0,13.949,157.0,75.52,979.0,0.28,59.587,20325.0,0.094,1161.0,117.387,0.01,0.0,25206.0,492.0,371.299,7.247,1193.0,17.574,13815.0,203.503,104541.0,1116.0,315.831,3.372,13002.0,39.281,50458.0,1631677.0
2020-11-05,4410.0,2507.0,42026.0,41287.0,4249.6,40.0,6.438,1370.0,5.708,4.0,0.691,24.0,4.144,182.0,31.422,546.0,50.332,3608.0,5.014,161.0,1.922,2647.0,31.593,3.0,0.608,38.0,7.696,307.0,62.173,11846.0,2.399,1036.0,8.191,0.234,367.0,3.0,194.571,1.59,234.0,124.059,0.045,2.0,0.117,0.039,5567.0,544.0,43.178,4.219,0.141,18.0,1085.88,108.0,3.455,1497.0,0.048,0.084,4410.0,46.0,432.493,4.511,320.0,31.383,2362.0,4.122,0.116,19116.0,289.0,130.99,359.364,4.579,1441.0,263.937,1686.0,14.43,168.0,80.811,1023.0,0.277,59.93,20281.0,0.095,1289.0,130.328,0.01,0.0,24164.0,378.0,355.95,5.568,1183.0,17.426,13793.0,203.179,129367.0,1156.0,390.834,3.492,13227.0,39.96,51770.0,1694899.0
2020-11-06,5550.0,2301.0,42587.0,41595.0,4105.1,62.0,6.571,1391.0,6.85,5.0,0.863,23.0,3.971,191.0,32.975,476.0,43.879,2926.0,5.515,130.0,1.552,2745.0,32.763,7.0,1.418,37.0,7.493,295.0,59.743,11815.0,2.393,1172.0,9.267,0.223,357.0,7.0,189.269,3.711,247.0,130.951,0.046,7.0,0.122,0.043,5931.0,551.0,46.001,4.274,0.13,24.0,869.341,94.0,3.007,1150.0,0.037,0.076,5550.0,52.0,544.293,5.1,340.0,33.344,2425.0,4.177,0.117,20368.0,369.0,139.57,431.164,5.678,1440.0,263.754,1564.0,12.506,168.0,80.811,1069.0,0.275,61.234,20239.0,0.099,1292.0,130.632,0.01,0.0,23322.0,355.0,343.547,5.229,1187.0,17.485,13956.0,205.58,128033.0,1237.0,386.804,3.737,13356.0,40.35,52823.0,1676855.0
2020-11-07,6640.0,3993.0,33486.0,32706.0,4346.4,47.0,6.915,1377.0,7.992,2.0,0.345,29.0,5.007,187.0,32.285,345.0,31.803,3589.0,4.512,66.0,0.788,2830.0,33.777,5.0,1.013,40.0,8.101,279.0,56.503,12172.0,2.465,1303.0,10.302,0.106,404.0,1.0,214.187,0.53,230.0,121.938,0.05,10.0,0.127,0.046,6810.0,485.0,52.818,3.762,0.055,29.0,477.66,92.0,2.943,2070.0,0.066,0.068,6640.0,56.0,651.191,5.492,366.0,35.894,2420.0,3.284,0.127,20109.0,356.0,137.795,472.375,6.228,1453.0,266.135,1612.0,16.355,178.0,85.621,1084.0,0.269,0.0,0.0,0.097,1141.0,115.364,0.011,0.0,24979.0,413.0,367.955,6.084,1207.0,17.78,14312.0,210.824,127510.0,1081.0,385.224,3.266,13478.0,40.719,53806.0,1455427.0
2020-11-08,5784.0,2034.0,22131.0,22057.0,4259.8,48.0,6.915,1383.0,7.992,3.0,0.518,30.0,5.179,188.0,32.457,537.0,49.503,2947.0,8.523,66.0,0.788,2897.0,34.577,2.0,0.405,40.0,8.101,283.0,57.313,9576.0,1.939,955.0,7.551,0.063,215.0,3.0,113.986,1.59,251.0,133.072,0.049,9.0,0.128,0.046,5887.0,219.0,45.659,1.699,0.036,3.0,678.277,191.0,6.111,2083.0,0.067,0.071,5784.0,48.0,567.242,4.707,378.0,37.071,2522.0,2.17,0.138,20248.0,282.0,138.747,334.82,0.0,1526.0,279.505,891.0,11.063,179.0,86.102,1125.0,0.268,0.0,0.0,0.095,1111.0,112.331,0.01,0.0,20580.0,156.0,303.155,2.298,1232.0,18.148,14544.0,214.242,115170.0,572.0,347.943,1.728,14008.0,42.32,55701.0,1011044.0
2020-11-09,4096.0,2302.0,33352.0,32195.0,4600.4,61.0,7.366,1463.0,7.992,4.0,0.691,33.0,5.697,196.0,33.839,421.0,38.809,3467.0,6.016,36.0,0.43,3001.0,35.818,1.0,0.203,41.0,8.303,291.0,58.933,9912.0,2.007,797.0,6.302,0.201,92.0,2.0,48.775,1.06,301.0,159.58,0.048,8.0,0.127,0.039,4960.0,198.0,38.47,1.536,0.155,4.0,1278.536,55.0,1.76,1796.0,0.057,0.061,4096.0,63.0,401.698,6.178,391.0,38.346,2651.0,3.271,0.142,21577.0,254.0,147.854,105.685,2.747,1499.0,274.56,464.0,11.544,193.0,92.836,1143.0,0.267,64.314,21029.0,0.093,1146.0,115.87,0.01,0.0,21397.0,195.0,315.19,2.872,1271.0,18.723,15138.0,222.991,120434.0,779.0,363.846,2.353,14409.0,43.531,58472.0,1222936.0
2020-11-10,3817.0,4795.0,41083.0,39609.0,5572.3,67.0,7.79,1556.0,7.992,3.0,0.518,33.0,5.697,211.0,36.428,528.0,48.673,1291.0,5.515,373.0,4.452,3053.0,36.439,15.0,3.038,40.0,8.101,279.0,56.503,10407.0,2.108,1296.0,10.247,0.199,208.0,2.0,110.275,1.06,294.0,155.869,0.047,17.0,0.132,0.042,5746.0,617.0,44.566,4.785,0.152,22.0,869.341,69.0,2.208,1908.0,0.061,0.056,3817.0,62.0,374.337,6.08,382.0,37.463,2742.0,4.029,0.147,20765.0,353.0,142.29,192.503,4.396,1550.0,283.901,1092.0,12.987,196.0,94.279,1171.0,0.263,65.533,20943.0,0.115,1096.0,110.815,0.009,0.0,20451.0,532.0,301.255,7.837,1219.0,17.957,14961.0,220.384,140504.0,1419.0,424.48,4.287,14836.0,44.821,61411.0,1537237.0
2020-11-11,4935.0,3475.0,43837.0,42303.0,6200.8,63.0,8.134,1623.0,6.85,3.0,0.518,40.0,6.906,216.0,37.292,134.0,12.353,3251.0,11.281,213.0,2.542,3118.0,37.215,2.0,0.405,39.0,7.898,282.0,57.111,10790.0,2.185,1524.0,12.05,0.266,453.0,2.0,240.165,1.06,282.0,149.507,0.05,10.0,0.133,0.043,7646.0,588.0,59.302,4.561,0.146,12.0,1132.054,99.0,3.167,1302.0,0.042,0.06,4935.0,82.0,483.98,8.042,391.0,38.346,2785.0,4.299,0.136,19583.0,427.0,134.19,376.948,4.396,1553.0,284.451,2222.0,19.241,204.0,98.127,1192.0,0.264,66.154,21051.0,0.118,1214.0,122.745,0.009,0.0,23000.0,596.0,338.803,8.779,1268.0,18.678,15662.0,230.71,146750.0,1436.0,443.35,4.338,15117.0,45.67,63324.0,1789716.0
2020-11-12,5839.0,3336.0,44419.0,43075.0,9105.2,73.0,8.664,1671.0,7.992,2.0,0.345,44.0,7.596,239.0,41.262,371.0,34.2,6369.0,8.272,222.0,2.65,3177.0,37.919,0.0,0.0,38.0,7.696,285.0,57.718,13058.0,2.644,1644.0,12.998,0.237,533.0,2.0,282.578,1.06,295.0,156.399,0.055,11.0,0.136,0.041,5658.0,626.0,43.883,4.855,0.142,8.0,1025.376,103.0,3.295,844.0,0.027,0.063,5839.0,78.0,572.636,7.65,383.0,37.561,2794.0,4.356,0.141,21333.0,429.0,146.182,474.573,9.158,1528.0,279.872,1931.0,19.722,196.0,94.279,1210.0,0.263,66.795,20525.0,0.119,1136.0,114.859,0.009,0.0,33517.0,563.0,493.725,8.293,1275.0,18.781,15875.0,233.848,164750.0,1207.0,497.73,3.646,15595.0,47.114,65209.0,1852323.0
2020-11-13,6653.0,3693.0,49615.0,46880.0,9601.7,46.0,9.141,1727.0,9.133,1.0,0.173,40.0,6.906,236.0,40.744,918.0,84.625,4332.0,9.275,188.0,2.244,3289.0,39.256,7.0,1.418,33.0,6.683,275.0,55.693,11612.0,2.352,1705.0,13.481,0.19,455.0,9.0,241.225,4.771,305.0,161.701,0.058,14.0,0.138,0.042,5558.0,568.0,43.108,4.405,0.137,8.0,955.32,133.0,4.255,1327.0,0.042,0.065,6653.0,69.0,652.466,6.767,388.0,38.052,2799.0,4.866,0.141,21717.0,401.0,148.813,370.72,4.945,1474.0,269.981,1515.0,18.279,204.0,98.127,1199.0,0.264,66.838,20296.0,0.122,1226.0,123.959,0.009,0.0,27316.0,376.0,402.38,5.539,1355.0,19.96,16232.0,239.107,180398.0,1200.0,545.005,3.625,15861.0,47.918,66078.0,1903297.0
2020-11-14,6602.0,5135.0,33856.0,32605.0,5373.8,62.0,9.114,1795.0,9.133,1.0,0.173,41.0,7.078,243.0,41.953,671.0,61.855,4021.0,8.272,107.0,1.277,3315.0,39.566,6.0,1.215,33.0,6.683,254.0,51.44,9801.0,1.985,1753.0,13.86,0.132,395.0,5.0,209.416,2.651,311.0,164.882,0.058,17.0,0.136,0.04,5860.0,635.0,45.45,4.925,0.062,5.0,918.699,113.0,3.615,1573.0,0.05,0.07,6602.0,55.0,647.464,5.394,413.0,40.503,2798.0,3.32,0.141,22441.0,380.0,153.775,324.38,3.48,1418.0,259.724,1737.0,19.722,205.0,98.608,1224.0,0.268,0.0,0.0,0.12,1174.0,118.701,0.009,0.0,26876.0,462.0,395.899,6.806,1365.0,20.107,16295.0,240.035,167926.0,1348.0,507.325,4.072,16238.0,49.057,67209.0,1598540.0
