Date,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
29-03-2014,-0.06652,-0.39914,-0.19957,-0.64860,-0.74839,-0.59871,0.19957,1.64645,3.84172,9.47958,18.95915,21.30410,33.17851,56.57810,74.28993,75.73682,59.47186,23.54926,4.34065,1.39699,0.69850,0.69850,0.19957,0.09979
30-03-2014,0.19957,-0.33262,-0.44903,-0.29935,-0.34925,-0.24946,0.44903,1.29721,3.99140,4.64000,12.67270,40.01379,73.29208,71.59574,57.47616,39.61465,37.86841,11.12603,3.89162,0.74839,1.64645,-0.04989,-0.24946,1.74624
31-03-2014,19.09220,39.04920,21.90281,7.03484,11.52517,6.38624,6.28646,6.18667,4.68990,14.96775,34.12647,41.31099,49.99229,43.70583,47.44777,41.06153,41.21121,41.85981,25.19571,9.42968,10.72689,6.03699,5.48818,6.58581
01-04-2014,9.64588,1.06437,0.29936,0.19957,0.54882,0.49893,1.14753,2.09549,9.92861,4.93936,5.88732,8.83097,24.74668,40.91185,47.79702,33.82712,20.60560,12.42323,6.43613,4.73979,1.89592,0.99785,1.39699,0.59871
02-04-2014,0.19957,0.73176,3.29291,4.44043,3.44258,0.89807,1.09764,2.19527,4.68990,7.08474,12.22366,16.41463,23.24991,23.44948,16.71399,14.06969,11.47528,8.18237,2.79398,1.74624,0.59871,0.44903,0.74839,0.39914
03-04-2014,0.39914,4.32402,6.18667,5.38839,3.84172,1.14753,1.24731,1.24731,1.64645,2.59441,7.58366,12.27356,19.75743,23.29980,37.16991,33.57765,30.28475,21.70324,16.56431,14.66840,19.70754,21.70324,19.05894,7.28431
04-04-2014,5.98710,5.98710,10.37764,7.28431,3.99140,1.34710,3.04344,12.47313,16.26496,21.95270,27.93980,37.91830,42.80777,48.44562,46.99874,52.13766,47.84691,47.59745,47.29809,37.46927,44.05508,48.34583,39.66454,32.08088
05-04-2014,31.53206,47.36461,38.71658,36.12217,35.17421,20.80517,22.35184,23.39958,33.52776,40.96174,50.49121,67.60434,65.55875,62.16606,53.23530,42.15916,40.91185,39.36518,40.66239,35.52346,35.17421,28.13937,33.27830,33.92690
06-04-2014,34.92475,32.72948,27.44088,30.28475,35.82282,35.82282,35.47357,26.74238,23.49937,28.03959,28.88776,31.78152,34.12647,34.97464,32.13077,33.92690,39.21551,27.59055,26.34324,29.33679,32.72948,32.43013,35.17421,38.56690
07-04-2014,37.65221,39.84748,38.91615,40.26325,37.51916,33.07873,25.39528,21.65335,18.21076,19.50797,22.25206,19.05894,23.54926,22.05249,21.40388,25.44518,24.69679,28.58840,24.54711,31.08303,30.13507,36.67099,45.30239,48.99444
