Date,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
06-02-2014,76.87636,77.16175,78.14563,76.91178,76.26817,73.90826,71.06588,66.07813,64.95105,62.10918,58.56881,61.41118,64.30794,63.12748,62.21545,64.57586,64.89817,57.06754,59.10565,52.50787,54.33144,53.74221,51.81137,53.42090
07-02-2014,60.14109,71.15469,75.46291,70.90423,40.76217,50.20183,46.44742,43.44439,45.75092,55.24297,55.99535,48.64619,54.22467,56.20889,54.65424,57.87231,61.19714,53.20586,48.91411,44.30155,49.07526,65.97036,71.38769,71.11926
08-02-2014,72.15586,75.65965,76.80402,76.58998,76.21479,76.10702,73.80049,71.76288,70.36838,74.39072,75.24937,75.57117,81.52435,81.47096,83.40130,82.54315,80.29050,79.32558,82.97223,80.98800,77.50151,76.16090,73.96214,74.17618
09-02-2014,77.51964,77.87754,76.75113,76.85790,76.37544,75.40952,74.01453,72.19195,74.28345,75.19548,74.65864,74.76691,74.33733,73.37191,72.24584,71.54784,72.99722,75.14210,76.10752,80.82685,75.14160,65.16559,61.78687,63.50317
10-02-2014,60.64334,57.63981,60.71418,68.11624,64.62975,61.03599,55.40412,49.39807,49.12964,40.27921,23.76031,,,,,,,,,,,,,
11-02-2014,,,,,,,,,,,,,,65.59517,64.52198,64.36133,59.48034,47.41334,42.85367,49.39707,53.52767,60.23172,62.69841,61.51845
12-02-2014,61.50082,64.00343,62.86006,61.19714,64.95105,66.77463,64.30744,60.55253,56.74524,58.13973,60.98261,64.84379,69.13454,71.97692,71.65611,72.40649,71.17265,68.70596,67.74005,65.80921,69.72477,72.78168,73.53306,75.78571
13-02-2014,73.08586,74.87401,75.78571,76.10652,77.76944,74.39121,66.56109,56.31666,52.45448,51.00610,53.41890,64.68313,71.01150,72.19245,70.79746,65.75532,63.23475,59.85603,57.06704,58.94400,61.94852,63.87887,64.57586,63.18137
14-02-2014,67.15065,62.00108,57.97908,56.74474,51.43568,47.19831,39.10025,33.68243,40.06517,51.81087,59.90942,64.89817,74.76691,69.93931,62.59164,59.26580,55.67255,53.15248,48.10984,47.89580,55.40412,61.46507,80.02308,80.23762
15-02-2014,79.37897,80.52250,80.77346,80.29100,79.70077,78.78924,77.01855,75.94636,74.71302,74.55187,75.67844,75.51729,75.89248,77.66267,77.76993,75.89298,70.04707,67.90170,66.29217,63.71771,62.64502,62.37660,60.82145,60.60691
16-02-2014,62.00174,61.42964,59.80265,56.85250,56.53120,56.37004,53.95674,52.07829,52.02540,54.17028,57.17481,62.59114,67.47162,70.47515,71.01100,70.85134,65.64905,43.92636,36.79322,38.18822,35.45211,34.80900,34.64735,35.98896
17-02-2014,36.61511,39.76100,37.00726,35.23758,32.50197,28.53402,20.86355,15.01764,19.84474,32.82428,39.09926,51.81137,56.69185,59.10465,57.17431,53.52717,53.52717,49.98680,47.78803,53.95575,56.63797,57.71016,50.63141,45.42862
18-02-2014,48.19948,50.55906,48.53942,46.92988,48.00257,48.05696,48.16422,40.76167,36.09623,36.57819,37.22230,41.62082,49.02188,56.15551,58.78334,51.65021,46.34015,32.28743,28.64129,33.78920,30.73178,33.03832,36.79322,33.89697
19-02-2014,30.96462,26.60202,25.79792,27.40745,29.65959,29.55233,29.66009,22.47258,23.06281,29.28390,38.83083,44.57047,49.23691,52.13217,55.02843,53.79559,50.52414,31.10847,40.22633,24.56457,25.85230,32.12728,30.78567,36.73934
20-02-2014,48.19948,60.92872,58.56831,56.95977,53.84848,52.34721,50.68429,49.34418,46.44692,47.57350,51.43518,50.36199,49.71937,48.16373,53.63444,64.57586,68.59820,58.94450,57.55000,67.79393,65.11171,58.94400,57.22770,55.56528
21-02-2014,55.20771,54.20720,47.09104,47.57350,42.15667,38.45564,36.79273,23.06331,42.37071,57.06704,61.51845,68.97439,72.67491,72.67491,73.85487,76.16140,74.33733,66.45282,65.91598,63.82448,67.04305,66.02374,61.51895,61.14326
22-02-2014,61.50016,61.71503,63.55706,67.47212,63.71771,60.98211,62.69841,51.70360,53.74121,56.58408,65.70293,68.33027,68.70596,67.20320,68.06185,67.68716,61.73299,52.02590,39.36768,42.04940,48.32438,53.25875,57.71066,63.39591
23-02-2014,64.50435,68.15183,69.61750,71.97742,72.88945,72.08468,69.88592,67.90120,68.11574,69.45685,70.15384,67.74054,69.61800,71.22653,71.60173,71.60222,70.95811,70.36788,68.92000,69.18842,70.31400,67.84731,68.16912,70.52954
