Date,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
05-03-2014,16.03212,13.37119,23.44948,26.14367,26.29335,31.43228,27.84002,4.68990,4.24086,16.16517,36.22196,46.20046,51.58885,54.58240,56.62799,51.78842,50.04218,51.48906,54.78197,55.03143,59.57165,62.11616,64.16176,63.66283
06-03-2014,64.19502,62.46541,62.26584,57.22670,57.87530,55.13121,52.28734,41.41078,38.56690,41.80992,40.56260,43.15701,50.14196,47.59745,48.64519,47.94669,44.15486,38.01809,42.60820,46.25035,49.14411,49.89250,51.18971,53.73422
07-03-2014,53.88390,57.14354,57.07702,53.48476,53.13551,46.79917,44.55400,41.06153,43.60605,55.53035,70.54800,68.40262,67.50455,71.74542,74.24004,73.49165,68.80176,54.38283,27.09163,4.54022,5.23871,6.58581,9.28001,31.93120
08-03-2014,39.51486,38.65006,34.27615,42.50841,37.76862,38.36733,37.07013,33.22841,33.52776,35.27400,32.48002,33.92690,42.75787,52.78627,61.01853,63.06412,73.14241,54.48261,62.01638,72.39402,74.98843,74.78886,73.74112,68.65208
09-03-2014,68.71860,61.86670,65.95789,57.17681,57.67573,57.12691,58.22455,56.02928,49.44347,56.67788,60.76907,61.11831,71.04692,52.33723,61.81681,74.58929,72.14456,52.03788,60.27014,57.67573,45.45207,24.14797,5.73764,31.23271
10-03-2014,53.95042,67.25509,63.36348,63.51315,64.91014,66.20735,62.56520,53.13551,51.73852,51.43917,57.22670,60.81896,66.90584,66.10756,64.91014,66.35703,56.57810,50.64089,29.48647,7.88302,2.89377,1.89592,3.94151,6.98495
11-03-2014,15.63298,15.43341,10.47743,4.83957,6.53592,4.19097,3.24301,7.43398,12.77248,27.64045,39.26540,37.56905,43.30669,46.84906,52.83616,56.07917,54.98154,46.35013,24.59700,5.33850,2.64430,2.89377,2.19527,2.24516
12-03-2014,17.82825,34.85823,28.23916,36.57120,38.91615,38.76647,28.28905,22.45163,17.71184,19.35829,19.55786,21.45378,24.39743,26.49292,22.95055,27.04174,22.85077,10.02839,2.44473,1.94581,1.79613,2.14538,1.64645,3.84172
13-03-2014,5.45491,17.22954,21.85292,29.78582,27.24131,28.28905,35.57335,34.47572,28.83787,35.62325,47.79702,50.64089,52.43702,51.23960,52.33723,47.19831,45.70153,40.91185,41.01164,32.97894,28.73808,33.72733,17.91141,2.24516
14-03-2014,1.86265,2.12875,3.14323,1.29721,1.44688,0.99785,1.69635,3.79183,4.54022,4.44043,15.96560,26.99184,42.05938,50.14196,32.48002,43.30669,50.54110,51.93809,53.23530,55.72992,59.52175,60.61939,61.31788,67.40477
15-03-2014,72.44391,74.97180,72.94284,72.44391,72.49380,66.75617,67.20520,61.71702,63.06412,65.40907,67.00563,69.10111,71.64563,70.19875,67.55445,67.05552,66.40692,60.91874,59.62154,60.71917,61.11831,59.72132,64.21165,64.31143
16-03-2014,67.45466,67.85380,60.32003,57.72562,60.07057,60.81896,63.41337,63.16391,60.36993,58.47401,57.82541,56.62799,54.88175,58.17466,61.51745,59.82111,57.32648,59.77122,57.72562,53.43487,53.93379,51.78842,53.53465,55.77982
17-03-2014,58.00835,55.74655,56.47831,49.99229,51.48906,54.08347,54.08347,51.23960,48.69508,60.66928,67.85380,72.09466,71.74542,71.94499,72.34413,67.80391,62.16606,58.37423,47.34798,46.20046,50.09207,52.18756,54.48261,58.27444
18-03-2014,60.00405,61.46756,58.32433,49.29379,46.49981,53.98369,64.26154,66.90584,58.37423,52.13766,64.56090,69.15101,65.95789,66.40692,69.55015,66.75617,69.10111,68.65208,65.80821,66.05767,66.30713,65.50885,69.50025,74.63918
19-03-2014,68.05337,71.44606,73.94069,74.73897,70.04907,57.37638,57.52605,53.28519,62.66498,69.55015,69.45036,69.60004,71.64563,71.49595,72.44391,70.29853,68.55230,69.00133,69.20090,72.79316,73.74112,72.64348,69.00133,71.44606
20-03-2014,74.83875,83.42026,69.55015,65.00993,65.40907,77.53295,78.78026,77.28348,69.89939,68.70197,69.05122,75.58714,75.73682,72.14456,69.00133,69.55015,67.70412,70.49810,65.60864,66.10756,64.31143,63.56305,68.05337,67.70412
21-03-2014,67.58771,61.73365,61.66713,61.11831,57.97509,58.02498,57.07702,53.03573,57.52605,68.35273,72.19445,72.84305,74.38972,75.53725,72.79316,71.19660,67.25509,63.26369,66.30713,67.40477,61.66713,70.39832,64.96004,69.05122
22-03-2014,67.38814,62.93107,64.41122,60.27014,64.26154,69.20090,66.45681,54.93164,61.96649,68.70197,72.04477,70.04907,69.94929,68.50240,70.94714,74.09036,71.69552,64.66068,60.56950,63.96219,61.66713,64.91014,64.11186,63.81251
23-03-2014,64.66068,68.51903,63.76262,69.40047,72.14456,77.58284,79.47875,79.77811,79.07961,75.23789,79.02972,79.02972,80.87574,81.12521,79.12951,76.83445,74.58929,72.44391,67.15531,58.92304,56.27874,44.40433,38.36733,42.70798
24-03-2014,50.29164,50.42469,38.41723,33.62755,19.75743,16.21506,15.11743,26.24346,34.42583,54.38283,64.96004,69.55015,71.49595,71.64563,71.39617,71.29638,65.65853,71.34628,68.80176,73.29208,73.74112,74.88864,69.99918,68.70197
25-03-2014,69.25079,65.45896,63.16391,59.47186,54.58240,50.44132,31.63185,18.41033,17.81162,16.06539,13.12173,31.58195,16.61420,21.45378,27.59055,22.30195,11.27571,14.76818,15.11743,8.43183,17.06324,19.35829,11.07614,9.23011
26-03-2014,27.74023,26.54281,18.70969,21.75313,18.95915,26.39313,27.54066,10.77678,15.91571,27.59055,40.01379,56.22885,63.81251,69.40047,71.09681,69.05122,61.41767,63.11401,52.68648,57.32648,63.36348,65.75832,58.47401,53.23530
27-03-2014,62.19932,54.81523,56.57810,55.48046,49.19401,40.16346,45.10282,38.41723,38.81637,44.75357,52.48691,61.51745,65.25939,66.40692,72.29423,53.63444,58.97294,50.34153,49.69293,74.53940,58.37423,38.66669,55.33078,35.57335
28-03-2014,29.86898,20.82180,29.78582,45.95099,45.90110,42.25895,25.64475,30.73378,34.07658,40.16346,50.99014,61.96649,66.50670,78.13166,73.09251,56.52820,48.79487,50.04218,37.31959,22.40173,29.33679,46.20046,23.79872,34.17636
